race_month,distance_km,race_count
11.0,108.0,284
11.0,108.7,313
11.0,93.0,186
11.0,79.9,145
11.0,80.0,2944
11.0,80.467,29031
11.0,80.6,302
11.0,81.0,10
11.0,81.5,41
11.0,81.915406,10
11.0,82.0,440
11.0,100.2,7
11.0,119.0,128
11.0,119.09116,68
11.0,120.0,643
11.0,120.7005,67
11.0,120.8,67
11.0,123.3,170
11.0,101.9,34
11.0,85.5,19
11.0,85.938756,26
11.0,86.0,186
11.0,86.6,356
11.0,86.90436,20
11.0,87.0,28
11.0,88.0,197
11.0,88.5,133
11.0,105.0,1005
11.0,140.5,18
11.0,142.0,70
11.0,144.0,10
11.0,145.0,185
11.0,148.0,61
11.0,150.0,52
11.0,109.0,59
11.0,94.0,419
11.0,95.4,9
11.0,96.5604,111
11.0,97.686938,43
11.0,97.7,411
11.0,98.8,37
11.0,99.0,154
11.0,100.0,33406
11.0,118.0,57
11.0,163.3,16
11.0,164.0,101
11.0,165.0,2
11.0,166.0,76
11.0,167.0,40
11.0,167.37136,26
11.0,123.91918,4
11.0,102.0,844
11.0,102.032156,33
11.0,102.5,283
11.0,102.6,22
11.0,103.0,1341
11.0,103.8,12
11.0,104.0,617
11.0,104.5,117
11.0,140.0,194
11.0,175.0,161
11.0,177.7,31
11.0,180.0,23
11.0,185.0,13
11.0,186.0,9
11.0,190.0,19
11.0,152.0,177
11.0,109.43512,17
11.0,110.0,908
11.0,110.9,16
11.0,113.0,49
11.0,114.0,93
11.0,115.0,472
11.0,115.87248,1
11.0,116.0,131
11.0,162.865208,46
11.0,217.2609,35
11.0,220.0,13
11.0,222.0,47
11.0,225.3076,13
11.0,226.0,60
11.0,230.0,24
11.0,167.7,19
11.0,124.0,82
11.0,124.3,230
11.0,125.0,1603
11.0,128.0,136
11.0,128.7472,114
11.0,130.0,690
11.0,135.18456,905
11.0,136.7939,78
11.0,174.0,36
11.0,270.0,23
11.0,272.0,28
11.0,273.0,130
11.0,276.0,31
11.0,277.5,5
11.0,300.0,30
11.0,191.0,3
11.0,155.0,9
11.0,159.0,4
11.0,160.0,187
11.0,160.934,8874
11.0,161.0,64
11.0,161.2,10
11.0,161.8,112
11.0,162.54334,124
11.0,217.0,20
11.0,51.5,54
11.0,51.7,167
11.0,47.2,83
11.0,45.5,126
11.0,46.0,4691
11.0,46.2,14
11.0,46.5,6
11.0,46.67086,97
11.0,46.7,96
11.0,47.0,422
11.0,48.5,1196
11.0,48.763002,189
11.0,333.0,90
11.0,338.0,3
11.0,400.0,53
11.0,1200.0,8
11.0,216.0,29
11.0,213.0,12
11.0,212.0,16
11.0,210.8,1
11.0,205.0,4
11.0,201.1675,8
11.0,201.0,21
11.0,200.0,275
11.0,303.0,24
11.0,260.0,20
11.0,255.08039,1
11.0,252.66638,2
11.0,49.88954,37
12.0,130.9,197
12.0,131.0,5
12.0,133.0,535
12.0,213.0,10
12.0,220.0,227
12.0,222.0,35
12.0,226.0,36
12.0,230.0,11
12.0,233.3543,19
12.0,235.0,1
12.0,140.0,31
12.0,106.7,3
12.0,107.0,192
12.0,108.0,191
12.0,108.1,53
12.0,110.0,851
12.0,242.0,222
12.0,257.4944,45
12.0,263.93176,12
12.0,273.0,4
12.0,275.0,5
12.0,140.5,10
12.0,140.8,50
12.0,144.0,164
12.0,145.0,66
12.0,147.0,1
12.0,150.0,162
12.0,151.0,148
12.0,152.0,3
12.0,300.0,65
12.0,321.868,63
12.0,130.0,296
12.0,45.8,787
12.0,46.0,2267
12.0,47.0,557
12.0,47.4,5
12.0,47.5,4
12.0,47.6,41
12.0,47.797398,12
12.0,50.74,164
12.0,51.0,402
12.0,51.1,129
12.0,51.49888,381
12.0,51.6,129
12.0,52.0,2091
12.0,52.4,946
12.0,45.5,115
12.0,45.6,23
12.0,45.7,9
12.0,54.073824,415
12.0,54.5,52
12.0,54.6,6
12.0,55.0,4764
12.0,55.5,82
12.0,55.6,12
12.0,55.683164000000005,100
12.0,48.0,1057
12.0,50.3,38
12.0,50.5,383
12.0,50.6,14
12.0,59.22371199999999,138
12.0,59.5,16
12.0,60.0,9266
12.0,60.9,77
12.0,61.0,1289
12.0,61.15492,248
12.0,61.3,93
12.0,52.5,41
12.0,45.0,4136
12.0,45.1,12
12.0,45.2,17
12.0,45.3,158
12.0,53.6,19
12.0,53.7,7
12.0,54.0,3882
12.0,64.5,1054
12.0,65.0,2889
12.0,66.0,2013
12.0,67.0,578
12.0,67.5,9
12.0,67.59228,56
12.0,68.0,9492
12.0,56.0,90
12.0,48.2802,185
12.0,48.5,75
12.0,48.9,344
12.0,49.0,823
12.0,50.0,63360
12.0,58.0,2007
12.0,58.8,110
12.0,59.0,1036
12.0,72.0,14068
12.0,72.2,3
12.0,72.4203,213
12.0,72.5,147
12.0,73.0,330
12.0,73.064036,122
12.0,73.22497,189
12.0,61.5,86
12.0,52.8,120
12.0,52.9,4
12.0,53.0,3335
12.0,53.10822,96
12.0,53.591021999999995,281
12.0,64.0,1818
12.0,64.2,11
12.0,64.3736,1923
12.0,80.0,1088
12.0,80.467,11615
12.0,80.9,73
12.0,81.0,5367
12.0,81.27167,33
12.0,82.0,1024
12.0,82.8,27
12.0,69.0,9764
12.0,56.3269,78
12.0,56.5,42
12.0,56.8,44
12.0,57.0,45
12.0,57.93624,63
12.0,71.4,383
12.0,71.6,45
12.0,71.7,3800
12.0,87.0,118
12.0,88.0,8
12.0,88.5,109
12.0,88.5137,408
12.0,90.0,485
12.0,90.9,320
12.0,91.0,1
12.0,74.02964,168
12.0,61.8,142
12.0,62.0,1321
12.0,63.0,986
12.0,63.3,99
12.0,63.6,65
12.0,77.0,165
12.0,78.0,5343
12.0,79.0,91
12.0,104.0,356
12.0,104.5,72
12.0,105.0,826
12.0,105.5,67
12.0,105.6,99
12.0,106.0,411
12.0,106.5,135
12.0,83.0,221
12.0,69.1,581
12.0,69.20162,71
12.0,70.0,6396
12.0,70.81096,41
12.0,71.0,166
12.0,85.6,1
12.0,86.0,89
12.0,86.90436,23
12.0,114.0,3
12.0,115.0,477
12.0,117.0,139
12.0,117.6,38
12.0,120.0,152
12.0,120.6,50
12.0,120.7005,36
12.0,94.5,40
12.0,74.512442,58
12.0,75.0,10183
12.0,76.0,385
12.0,76.6,48
12.0,76.8,284
12.0,102.0,87
12.0,103.0,40
12.0,103.2,143
12.0,133.4,20
12.0,133.57522,42
12.0,134.0,225
12.0,135.0,190
12.0,136.0,4
12.0,137.0,213
12.0,139.0,23
12.0,106.6,18
12.0,84.0,1275
12.0,84.3,147
12.0,84.5,17
12.0,84.6,6
12.0,85.0,460
12.0,110.1,92
12.0,111.0,116
12.0,111.1,172
12.0,155.8,72
12.0,156.0,190
12.0,160.0,374
12.0,160.934,4288
12.0,161.0,268
12.0,162.0,149
12.0,162.1,11
12.0,120.8,66
12.0,96.5604,113
12.0,97.0,18
12.0,100.0,14214
12.0,101.0,294
12.0,101.1,5
12.0,370.1482,9
12.0,164.9,7
12.0,167.5,80
12.0,168.0,310
12.0,168.9807,7
12.0,170.0,153
12.0,185.0,24
12.0,200.0,117
12.0,211.0,47
12.0,240.0,183
12.0,241.401,8
12.0,128.7472,100
12.0,127.0,167
12.0,125.0,332
12.0,122.0,98
12.0,277.0,8
12.0,418.4284,5
12.0,430.0,2
12.0,1000.0,15
12.0,1609.34,1
12.0,162.54334,65
12.0,333.0,95
