distance_km,athlete_gender,athlete_tier,avg_speed,total_athletes
97.9,M,Elite,7.59,11
98.0,F,Average,4.4835,602
98.0,F,Elite,6.59168656716418,67
98.0,M,Average,4.834018078020932,4204
98.0,M,Elite,7.230837606837607,468
98.16974,F,Average,4.458418439716311,141
98.16974,F,Elite,6.514875,16
98.16974,M,Average,4.930079681274901,753
98.16974,M,Elite,7.42697619047619,84
98.2,F,Average,3.819777777777778,9
98.2,F,Elite,5.833666666666667,3
98.2,M,Average,5.012478873239437,71
98.2,M,Elite,9.37575,8
98.4,F,Average,5.803538028169013,355
98.4,F,Elite,8.403414634146342,41
98.4,M,Average,6.33872397094431,1239
98.4,M,Elite,9.3443115942029,138
98.7,F,Average,5.40175,4
98.7,F,Elite,8.6,1
98.7,M,Average,6.410761904761905,42
98.7,M,Elite,9.8656,5
98.8,F,Average,6.583333333333333,12
98.8,F,Elite,7.435499999999999,2
98.8,M,Average,7.200749999999999,20
98.8,M,Elite,8.138666666666667,3
98.9,F,Average,4.2423947368421056,38
98.9,F,Elite,5.8626,5
98.9,M,Average,4.568657142857143,315
98.9,M,Elite,6.736885714285714,35
99.0,F,Average,4.98718115942029,138
99.0,F,Elite,8.2768125,16
99.0,M,Average,5.432042079207921,808
99.0,M,Elite,9.4809,90
99.2,F,Average,4.5516875,16
99.2,F,Elite,5.6445,2
99.2,M,Average,4.608598290598291,117
99.2,M,Elite,6.795307692307692,13
99.4,F,Average,5.8924,5
99.4,F,Elite,7.751,1
99.4,M,Average,6.303529411764706,17
99.4,M,Elite,9.197,2
99.493,F,Average,8.667666666666667,3
99.493,F,Elite,9.829,1
99.493,M,Average,9.606529411764706,17
99.493,M,Elite,12.1815,2
99.6,F,Average,4.598192307692307,26
99.6,F,Elite,7.753333333333333,3
99.6,M,Average,4.6954064171123,187
99.6,M,Elite,8.940619047619048,21
99.7,F,Average,4.07,31
99.7,F,Elite,6.109,4
99.7,M,Average,4.014132450331126,151
99.7,M,Elite,6.082000000000001,17
99.77908,F,Average,6.172452554744526,137
99.77908,F,Elite,8.035,16
99.77908,M,Average,6.504082324455206,413
99.77908,M,Elite,8.918326086956522,46
100.0,F,Average,6.036867870433215,85454
100.0,F,Elite,10.621994208697483,9497
100.0,M,Average,6.7015047854033405,381786
100.0,M,Elite,11.232941017060986,42436
100.1,F,Average,4.575672897196261,107
100.1,F,Elite,5.868833333333334,12
100.1,M,Average,4.711705357142857,448
100.1,M,Elite,6.48906,50
100.2,F,Elite,10.369,1
100.2,M,Average,10.215799999999998,5
100.2,M,Elite,11.499,1
100.3,F,Elite,6.302,1
100.3,M,Average,6.792210526315789,19
100.3,M,Elite,8.306666666666667,3
100.4,F,Average,4.695714285714286,49
100.4,F,Elite,6.930666666666666,6
100.4,M,Average,5.046286163522013,318
100.4,M,Elite,7.421749999999999,36
100.5,F,Average,5.4006,75
100.5,F,Elite,7.888111111111111,9
100.5,M,Average,5.494865577889446,796
100.5,M,Elite,8.176797752808989,89
100.6,F,Elite,6.346,1
100.6,M,Average,5.992999999999999,12
100.6,M,Elite,8.229,2
100.7,F,Average,5.815428571428571,7
100.7,F,Elite,9.023,1
100.7,M,Average,6.669170212765958,47
100.7,M,Elite,10.134500000000001,6
100.8,F,Average,5.68046,50
100.8,F,Elite,8.117833333333333,6
100.8,M,Average,6.092459074733096,281
100.8,M,Elite,8.5525625,32
101.0,F,Average,4.850997100515464,3104
101.0,F,Elite,7.709295652173913,345
101.0,M,Average,5.068679551431549,20153
101.0,M,Elite,8.137834522747548,2242
101.066552,F,Elite,6.524,1
101.066552,M,Average,6.764333333333333,6
101.066552,M,Elite,10.073,1
101.1,M,Average,5.779,4
101.1,M,Elite,6.094,1
101.2,F,Average,4.884793103448276,29
101.2,F,Elite,7.0255,4
101.2,M,Average,5.224018518518518,216
101.2,M,Elite,7.827916666666667,24
101.3,F,Average,7.3866,10
101.3,F,Elite,8.5485,2
101.3,M,Average,7.195428571428572,56
101.3,M,Elite,10.877571428571429,7
101.38842,F,Average,6.997,4
101.38842,F,Elite,9.49,1
101.38842,M,Average,7.579,13
101.38842,M,Elite,10.497,2
101.4,F,Average,3.3329999999999997,3
101.4,F,Elite,4.437,1
101.4,M,Average,3.5157037037037036,27
101.4,M,Elite,4.53,3
101.5,F,Average,5.41528125,32
101.5,F,Elite,6.7505,4
101.5,M,Average,5.659211111111111,180
101.5,M,Elite,7.2562,20
101.6,F,Average,4.940858064516129,310
101.6,F,Elite,7.478657142857142,35
101.6,M,Average,5.430175200493522,1621
101.6,M,Elite,8.359016574585635,181
101.7,F,Average,5.684090909090909,11
101.7,F,Elite,7.1455,2
101.7,M,Average,5.90796551724138,29
101.7,M,Elite,7.24275,4
101.9,F,Average,5.951241379310345,29
101.9,F,Elite,8.66375,4
101.9,M,Average,6.058673202614379,153
101.9,M,Elite,9.075117647058823,17
102.0,F,Average,5.777526261585994,1942
102.0,F,Elite,8.54449074074074,216
102.0,M,Average,5.945349865827704,10807
102.0,M,Elite,9.041267664172901,1203
102.032156,F,Average,6.896999999999999,3
102.032156,F,Elite,7.16,1
102.032156,M,Average,7.462192307692307,26
102.032156,M,Elite,9.799999999999999,3
102.1,F,Average,5.463607142857143,28
102.1,F,Elite,7.896749999999999,4
102.1,M,Average,5.8367407407407415,108
102.1,M,Elite,8.923083333333333,12
102.19309,F,Elite,7.089,1
102.19309,M,Average,7.406526315789475,19
102.19309,M,Elite,8.916333333333334,3
102.2,F,Average,5.678,3
102.2,F,Elite,6.402,1
102.2,M,Average,5.4522568807339455,109
102.2,M,Elite,6.984642857142857,14
102.3,F,Average,5.2772868217054265,129
102.3,F,Elite,8.0752,15
102.3,M,Average,5.834316498316498,594
102.3,M,Elite,9.413848484848485,66
102.4,M,Average,6.877857142857143,7
102.4,M,Elite,7.511,1
102.47,F,Average,5.760857142857143,7
102.47,F,Elite,8.611,1
102.47,M,Average,7.023574074074075,54
102.47,M,Elite,10.9975,6
102.5,F,Average,4.868147727272727,88
102.5,F,Elite,8.356300000000001,10
102.5,M,Average,5.465800464037123,431
102.5,M,Elite,8.807208333333334,48
102.6,F,Average,4.743925925925926,54
102.6,F,Elite,6.9905,6
102.6,M,Average,5.972809160305343,262
102.6,M,Elite,8.897766666666666,30
102.7,M,Average,4.192,1
102.7,M,Elite,5.948,1
102.8,F,Average,5.396055555555556,18
102.8,F,Elite,6.768999999999999,3
102.8,M,Average,5.278366666666667,60
102.8,M,Elite,7.986142857142857,7
102.9,F,Average,5.146135135135135,37
102.9,F,Elite,8.9398,5
102.9,M,Average,5.430357142857143,112
102.9,M,Elite,9.53376923076923,13
102.99776,F,Average,5.745272727272727,121
102.99776,F,Elite,7.711428571428571,14
102.99776,M,Average,5.79802734375,512
102.99776,M,Elite,8.045877192982456,57
103.0,F,Average,5.489878181818181,1650
103.0,F,Elite,8.491315217391305,184
103.0,M,Average,5.653375097962383,10208
103.0,M,Elite,8.960207746478874,1136
103.2,F,Average,5.270026315789473,38
103.2,F,Elite,8.009,5
103.2,M,Average,5.602931506849315,292
103.2,M,Elite,8.363575757575758,33
103.3,F,Elite,4.36,1
103.3,M,Average,4.99975,8
103.3,M,Elite,6.535,1
103.4,F,Average,4.6246693548387094,124
103.4,F,Elite,6.284071428571429,14
103.4,M,Average,4.970157934131737,1336
103.4,M,Elite,6.89786577181208,149
103.5,F,Average,4.338685990338164,207
103.5,F,Elite,7.132,23
103.5,M,Average,5.065889137737962,893
103.5,M,Elite,7.85673,100
103.6,F,Average,4.79901724137931,58
103.6,F,Elite,10.62742857142857,7
103.6,M,Average,5.234845070422535,213
103.6,M,Elite,12.104916666666666,24
103.8,F,Average,5.015733333333333,15
103.8,F,Elite,7.576333333333333,3
103.8,M,Average,5.127980952380952,105
103.8,M,Elite,11.1045,12
104.0,F,Average,4.984078534031414,955
104.0,F,Elite,8.081196261682242,107
104.0,M,Average,5.585295313012128,6102
104.0,M,Elite,8.965629411764706,680
104.3,M,Average,5.613888888888889,9
104.3,M,Elite,7.151,2
104.4,F,Average,4.630708333333334,24
104.4,F,Elite,6.388000000000001,3
104.4,M,Average,5.1934144144144145,111
104.4,M,Elite,7.723846153846154,13
104.5,F,Average,6.8425625,16
104.5,F,Elite,9.168,2
104.5,M,Average,6.76195670995671,231
104.5,M,Elite,9.044192307692308,26
104.6,F,Average,7.1901052631578946,19
104.6,F,Elite,8.987666666666668,3
104.6,M,Average,7.175992424242424,132
104.6,M,Elite,9.6904,15
104.6071,F,Average,7.012,2
104.6071,F,Elite,7.869,1
104.6071,M,Average,8.017666666666667,9
104.6071,M,Elite,10.536,1
104.7,F,Average,6.918333333333333,3
104.7,F,Elite,9.062,1
104.7,M,Average,7.4098235294117645,34
104.7,M,Elite,11.25525,4
104.9,F,Elite,4.743,1
104.9,M,Elite,4.492,1
105.0,F,Average,4.855371082323443,2393
105.0,F,Elite,7.671131578947368,266
105.0,M,Average,5.131657195871506,17246
105.0,M,Elite,8.201147472642,1919
105.2,M,Elite,5.669,1
105.4,F,Elite,8.182,1
105.4,M,Average,8.39425,4
105.4,M,Elite,11.106,1
105.5,F,Average,6.179792079207921,101
105.5,F,Elite,13.305333333333332,12
105.5,M,Average,6.203737394957983,476
105.5,M,Elite,13.726320754716982,53
105.6,F,Average,4.032633333333333,30
105.6,F,Elite,5.5925,4
105.6,M,Average,4.578448275862069,116
105.6,M,Elite,6.909307692307692,13
105.7,F,Average,5.9905,2
105.7,F,Elite,6.853,1
105.7,M,Average,5.441538461538461,13
105.7,M,Elite,6.7925,2
105.733638,F,Average,5.8975,2
105.733638,F,Elite,6.46,1
105.733638,M,Average,6.912842105263158,19
105.733638,M,Elite,8.231666666666667,3
105.8,F,Elite,6.32,1
105.8,M,Elite,6.488,1
105.9,F,Average,4.8782,5
105.9,F,Elite,6.557,1
105.9,M,Average,5.361387096774194,31
105.9,M,Elite,7.697,4
106.0,F,Average,4.1864544419134395,1756
106.0,F,Elite,6.871683673469387,196
106.0,M,Average,4.917654986860217,7991
106.0,M,Elite,7.8383918918918924,888
106.21644,F,Average,6.735155367231638,354
106.21644,F,Elite,9.380625,40
106.21644,M,Average,7.472126224156692,919
106.21644,M,Elite,10.528718446601943,103
106.3,F,Average,4.205333333333333,3
106.3,F,Elite,4.618,1
106.3,M,Average,4.201352112676056,71
106.3,M,Elite,5.859222222222223,9
106.4,F,Average,4.608388888888888,18
106.4,F,Elite,5.989,3
106.4,M,Average,4.75608547008547,117
106.4,M,Elite,7.265000000000001,14
106.5,F,Average,4.684157142857143,140
106.5,F,Elite,7.0941875,16
106.5,M,Average,5.3071318575553414,1039
106.5,M,Elite,7.978456896551724,116
106.6,F,Average,5.511,1
106.6,F,Elite,6.156,1
106.6,M,Average,5.871857142857143,14
106.6,M,Elite,6.5555,2
106.7,M,Average,7.175000000000001,2
106.7,M,Elite,7.621,1
107.0,F,Average,5.701592105263158,304
107.0,F,Elite,9.130914285714285,35
107.0,M,Average,5.825217133620689,1856
107.0,M,Elite,9.894144927536233,207
107.4,F,Average,4.718500000000001,4
107.4,F,Elite,5.431,1
107.4,M,Average,4.858227272727272,66
107.4,M,Elite,7.110375,8
107.5,F,Average,6.9965399999999995,50
107.5,F,Elite,9.080833333333333,6
107.5,M,Average,7.488147865853659,656
107.5,M,Elite,10.015849315068493,73
107.7,F,Average,5.730875,8
107.7,F,Elite,7.419,1
107.7,M,Average,5.5601,50
107.7,M,Elite,7.844333333333334,6
107.8,F,Average,4.209428571428572,7
107.8,F,Elite,5.823,1
107.8,M,Average,4.475105263157895,38
107.8,M,Elite,6.6238,5
107.82578,F,Average,6.934461538461538,13
107.82578,F,Elite,9.0015,2
107.82578,M,Average,7.343738095238096,42
107.82578,M,Elite,9.713,5
107.9,F,Average,6.618183098591549,71
107.9,F,Elite,9.290625,8
107.9,M,Average,7.137431472081219,394
107.9,M,Elite,10.070590909090908,44
108.0,F,Average,5.456119956379498,917
108.0,F,Elite,8.390019607843138,102
108.0,M,Average,5.697222222222222,6597
108.0,M,Elite,9.032059945504088,734
108.1,F,Average,4.229666666666667,15
108.1,F,Elite,5.426,2
108.1,M,Average,3.9686666666666666,57
108.1,M,Elite,6.736428571428571,7
108.3,F,Average,4.086176470588235,34
108.3,F,Elite,5.339,4
108.3,M,Average,4.16015625,128
108.3,M,Elite,6.427133333333333,15
108.4,F,Average,4.794714285714286,70
108.4,F,Elite,7.13125,8
108.4,M,Average,4.938642424242424,330
108.4,M,Elite,7.748421052631579,38
108.5,F,Average,5.3250789473684215,38
108.5,F,Elite,7.922,5
108.5,M,Average,5.60059962406015,532
108.5,M,Elite,7.925183333333333,60
108.6,F,Average,5.346222222222222,27
108.6,F,Elite,6.915,4
108.6,M,Average,5.7736794258373205,209
108.6,M,Elite,7.949791666666667,24
108.7,F,Average,4.050086330935252,139
108.7,F,Elite,5.5134375,16
108.7,M,Average,4.159540500736377,679
108.7,M,Elite,5.880868421052632,76
108.9,F,Average,3.7456666666666667,6
108.9,F,Elite,5.98,1
108.9,M,Average,4.033448275862069,29
108.9,M,Elite,5.90275,4
109.0,F,Average,4.8851079136690645,278
109.0,F,Elite,8.777709677419354,31
109.0,M,Average,5.007106993978693,2159
109.0,M,Elite,8.838929166666667,240
109.2,F,Average,4.2872765957446815,47
109.2,F,Elite,5.9035,6
109.2,M,Average,4.430219827586207,232
109.2,M,Elite,6.644615384615384,26
109.43512,F,Average,5.3573650793650796,252
109.43512,F,Elite,7.4590000000000005,28
109.43512,M,Average,5.5801640625,768
109.43512,M,Elite,8.036195402298851,87
109.8,F,Average,5.320615384615385,13
109.8,F,Elite,8.1935,2
109.8,M,Average,6.040673469387755,98
109.8,M,Elite,8.400636363636364,11
110.0,F,Average,4.980975593667546,3032
110.0,F,Elite,7.609258160237389,337
110.0,M,Average,5.219968406402226,21555
110.0,M,Elite,8.112891993327773,2398
110.1,F,Average,4.650777777777778,9
110.1,F,Elite,6.1114999999999995,2
110.1,M,Average,5.401666666666666,84
110.1,M,Elite,7.427,10
110.6,F,Average,5.210125,8
110.6,F,Elite,6.071,1
110.6,M,Average,5.8030357142857145,28
110.6,M,Elite,7.983,4
110.7,F,Average,3.728,1
110.7,F,Elite,4.314,1
110.7,M,Average,4.511956521739131,23
110.7,M,Elite,6.499,3
110.9,M,Average,4.997857142857143,14
110.9,M,Elite,5.7844999999999995,2
111.0,F,Average,5.007093414292386,2141
111.0,F,Elite,8.275063025210084,238
111.0,M,Average,5.217596646685778,11511
111.0,M,Elite,8.6214265625,1280
111.04446,F,Average,5.600333333333333,27
111.04446,F,Elite,7.973333333333334,3
111.04446,M,Average,5.779506172839506,81
111.04446,M,Elite,7.7181,10
111.1,F,Average,4.341869565217391,23
111.1,F,Elite,6.418333333333333,3
111.1,M,Average,4.787534351145038,131
111.1,M,Elite,7.128533333333333,15
111.2,F,Average,4.0461875,16
111.2,F,Elite,7.9495000000000005,2
111.2,M,Average,3.7579459459459463,37
111.2,M,Elite,7.392,5
111.3,F,Average,5.922565217391304,23
111.3,F,Elite,8.511000000000001,3
111.3,M,Average,6.352518867924528,106
111.3,M,Elite,9.058583333333333,12
111.4,F,Average,6.591,1
111.4,F,Elite,7.096,1
111.4,M,Average,7.3641578947368425,19
111.4,M,Elite,9.792666666666667,3
111.5,F,Average,6.001777777777778,9
111.5,F,Elite,7.05,1
111.5,M,Average,6.267658823529412,85
111.5,M,Elite,8.3971,10
111.6,F,Average,4.732666666666667,3
111.6,F,Elite,5.328,1
111.6,M,Average,5.6155357142857145,28
111.6,M,Elite,7.343,4
112.0,F,Average,5.0340981132075475,1060
112.0,F,Elite,8.66914406779661,118
112.0,M,Average,5.3824678347280335,7648
112.0,M,Elite,9.140563529411764,850
112.1,F,Average,5.402859649122807,57
112.1,F,Elite,7.472285714285715,7
112.1,M,Average,5.674485,600
112.1,M,Elite,7.9257611940298505,67
112.5,F,Average,4.388962962962963,27
112.5,F,Elite,6.07,4
112.5,M,Average,4.451119658119658,234
112.5,M,Elite,6.3633461538461535,26
112.6538,F,Average,6.121473309608541,281
112.6538,F,Elite,8.9415625,32
112.6538,M,Average,6.341706605222734,651
112.6538,M,Elite,9.36364383561644,73
112.7,F,Average,6.315333333333332,3
112.7,F,Elite,6.658,1
112.7,M,Average,6.841943820224719,89
112.7,M,Elite,8.9015,10
113.0,F,Average,5.4486810035842295,279
113.0,F,Elite,7.831354838709677,31
113.0,M,Average,5.57038962962963,1350
113.0,M,Elite,8.353304635761589,151
113.45847,F,Average,5.89802380952381,210
113.45847,F,Elite,7.773291666666666,24
113.45847,M,Average,6.149752085816448,839
113.45847,M,Elite,8.555755319148936,94
113.8,F,Average,5.962,1
113.8,F,Elite,5.963,1
113.8,M,Average,7.19275,4
113.8,M,Elite,9.744,2
114.0,F,Average,4.884068085106383,235
114.0,F,Elite,7.5867407407407415,27
114.0,M,Average,5.119599627560521,2148
114.0,M,Elite,8.333138075313807,239
114.26313999999999,F,Average,6.011708333333334,72
114.26313999999999,F,Elite,8.47925,8
114.26313999999999,M,Average,6.154915887850468,214
114.26313999999999,M,Elite,9.245125,24
114.3,F,Average,5.545277777777778,18
114.3,F,Elite,7.778499999999999,2
114.3,M,Average,5.864745762711864,118
114.3,M,Elite,8.702642857142857,14
114.42407399999999,F,Average,4.482269841269841,63
114.42407399999999,F,Elite,6.180375,8
114.42407399999999,M,Average,4.912561855670103,194
114.42407399999999,M,Elite,6.829636363636364,22
114.5,F,Average,4.428,1
114.5,F,Elite,5.405,1
114.5,M,Average,3.978777777777778,27
114.5,M,Elite,6.1930000000000005,3
115.0,F,Average,4.967015432098766,972
115.0,F,Elite,7.912629629629629,108
115.0,M,Average,5.028226197345643,6932
115.0,M,Elite,8.135097276264592,771
115.2,F,Elite,4.918,1
115.2,M,Average,5.2731,10
115.2,M,Elite,6.2435,2
115.5,F,Elite,6.991,1
115.5,M,Average,6.1225000000000005,2
115.5,M,Elite,8.266,1
115.87248,F,Average,6.767450980392157,102
115.87248,F,Elite,9.238666666666667,12
115.87248,M,Average,7.37420202020202,297
115.87248,M,Elite,10.758411764705883,34
116.0,F,Average,4.753922413793104,232
116.0,F,Elite,7.919846153846153,26
116.0,M,Average,5.154343462246778,2172
116.0,M,Elite,8.136219008264462,242
116.8,F,Average,6.341,3
116.8,F,Elite,7.412,1
116.8,M,Average,6.418111111111111,45
116.8,M,Elite,8.7838,5
117.0,F,Average,4.714614457831325,166
117.0,F,Elite,7.525052631578947,19
117.0,M,Average,4.833556895252449,1327
117.0,M,Elite,8.726777027027028,148
117.48182,F,Average,5.506230769230769,39
117.48182,F,Elite,7.622800000000001,5
117.48182,M,Average,5.688698979591837,196
117.48182,M,Elite,8.061545454545454,22
117.5,M,Average,6.760333333333333,3
117.5,M,Elite,7.331,1
117.6,F,Average,4.985,9
117.6,F,Elite,6.571,1
117.6,M,Average,5.55624,25
117.6,M,Elite,7.273333333333333,3
118.0,F,Average,6.6969979959919845,499
118.0,F,Elite,9.825517857142858,56
118.0,M,Average,6.737647263450835,4312
118.0,M,Elite,9.964935416666666,480
118.3,F,Elite,4.982,1
118.3,M,Average,5.7868611111111115,36
118.3,M,Elite,7.81325,4
118.5,M,Average,5.9165,6
118.5,M,Elite,7.848,1
118.7,F,Average,5.33523076923077,13
118.7,F,Elite,6.205500000000001,2
118.7,M,Average,5.813128571428571,70
118.7,M,Elite,7.7212000000000005,10
119.0,F,Average,4.361189981096408,1058
119.0,F,Elite,6.683889830508474,118
119.0,M,Average,4.493256767622621,7462
119.0,M,Elite,7.086519855595668,831
119.09116,F,Average,5.257072727272727,55
119.09116,F,Elite,7.001571428571429,7
119.09116,M,Average,5.537025089605734,279
119.09116,M,Elite,7.406322580645162,31
119.1,F,Average,5.566111111111111,18
119.1,F,Elite,8.286999999999999,2
119.1,M,Average,5.949127272727273,55
119.1,M,Elite,8.566857142857144,7
119.3,F,Average,6.039074626865672,67
119.3,F,Elite,8.864,8
119.3,M,Average,5.943262396694215,484
119.3,M,Elite,8.696851851851852,54
120.0,F,Average,4.93345641025641,1365
120.0,F,Elite,8.152618421052631,152
120.0,M,Average,5.146506044444444,11250
120.0,M,Elite,8.7600136,1250
120.2,F,Average,5.9624999999999995,6
120.2,F,Elite,8.126,1
120.2,M,Average,6.495489795918367,49
120.2,M,Elite,9.504166666666666,6
120.4,F,Average,4.568142857142857,14
120.4,F,Elite,5.688,2
120.4,M,Average,4.678641304347826,92
120.4,M,Elite,6.3140909090909085,11
120.6,F,Average,4.1353333333333335,3
120.6,F,Elite,5.17,1
120.6,M,Average,5.270292682926829,41
120.6,M,Elite,7.022,5
120.7,F,Average,4.271818181818182,11
120.7,F,Elite,5.1625,2
120.7,M,Average,4.368346153846153,26
120.7,M,Elite,6.006333333333333,3
120.7005,F,Average,5.313194871794872,195
120.7005,F,Elite,7.947954545454545,22
120.7005,M,Average,5.6534505263157895,475
120.7005,M,Elite,8.710905660377358,53
120.8,F,Average,5.798615384615385,13
120.8,F,Elite,6.836,2
120.8,M,Average,6.12,106
120.8,M,Elite,8.084833333333334,12
121.0,F,Average,4.445752293577981,109
121.0,F,Elite,6.277571428571428,14
121.0,M,Average,4.483467185761958,899
121.0,M,Elite,6.85217,100
121.3,F,Average,4.2370625,16
121.3,F,Elite,6.176,2
121.3,M,Average,4.501923728813559,118
121.3,M,Elite,6.157785714285715,14
121.7,M,Average,8.267666666666667,3
121.7,M,Elite,9.52,1
121.8,F,Average,4.953,12
121.8,F,Elite,6.27,2
121.8,M,Average,4.96438,50
121.8,M,Elite,7.794999999999999,6
122.0,F,Average,4.60920253164557,158
122.0,F,Elite,7.034111111111112,18
122.0,M,Average,4.9801573643410855,1290
122.0,M,Elite,7.795813793103449,145
122.2,F,Average,3.400096774193548,31
122.2,F,Elite,4.663,4
122.2,M,Average,3.57773417721519,316
122.2,M,Elite,4.992277777777778,36
122.3,F,Average,3.6584444444444446,9
122.3,F,Elite,4.618,1
122.3,M,Average,4.211674418604651,43
122.3,M,Elite,6.398,5
122.5,F,Average,4.69625,4
122.5,F,Elite,5.478,1
122.5,M,Average,4.156305555555556,72
122.5,M,Elite,6.1635,8
123.0,F,Average,4.648123762376238,202
123.0,F,Elite,7.872000000000001,23
123.0,M,Average,4.89049679144385,1870
123.0,M,Elite,7.900975961538462,208
123.1,F,Average,3.5323333333333333,24
123.1,F,Elite,5.040666666666667,3
123.1,M,Average,3.7992020202020202,297
123.1,M,Elite,5.284705882352942,34
123.3,F,Average,3.9334444444444445,27
123.3,F,Elite,4.96675,4
123.3,M,Average,4.004936,125
123.3,M,Elite,5.6349285714285715,14
123.91918,F,Average,4.360375,48
123.91918,F,Elite,6.445,6
123.91918,M,Average,4.4509533333333335,150
123.91918,M,Elite,7.233235294117647,17
124.0,F,Average,4.126736111111111,144
124.0,F,Elite,7.3728125,16
124.0,M,Average,4.145785335689046,1132
124.0,M,Elite,7.132579365079366,126
124.1,F,Average,4.399608695652174,23
124.1,F,Elite,5.668,3
124.1,M,Average,4.47561139896373,193
124.1,M,Elite,6.291636363636363,22
124.3,F,Average,5.80775,40
124.3,F,Elite,7.586,5
124.3,M,Average,6.151975903614458,166
124.3,M,Elite,8.388894736842106,19
124.5,F,Average,6.1162,5
124.5,F,Elite,8.546,1
124.5,M,Average,6.024636363636364,22
124.5,M,Elite,8.736666666666666,3
124.7,F,Average,3.8308181818181812,11
124.7,F,Elite,6.4190000000000005,2
124.7,M,Average,4.077326923076923,52
124.7,M,Elite,6.830166666666667,6
124.9,F,Average,7.905666666666666,3
124.9,F,Elite,8.993,1
124.9,M,Average,8.22711111111111,9
124.9,M,Elite,10.384,1
125.0,F,Average,4.828476616231086,1454
125.0,F,Elite,7.675518518518518,162
125.0,M,Average,4.768455684406709,9658
125.0,M,Elite,7.827967441860466,1075
125.5,F,Average,5.792,1
125.5,F,Elite,6.679,1
125.5,M,Average,6.330285714285714,7
125.5,M,Elite,7.435,1
125.52852,F,Average,4.7726,5
125.52852,F,Elite,5.801,1
125.52852,M,Average,5.339,21
125.52852,M,Elite,6.820333333333333,3
126.0,F,Average,5.8754489795918365,49
126.0,F,Elite,9.945166666666667,6
126.0,M,Average,5.945258241758242,364
126.0,M,Elite,9.603853658536584,41
126.4,F,Average,3.6826,5
126.4,F,Elite,4.684,1
126.4,M,Average,3.9721212121212126,33
126.4,M,Elite,5.67,4
126.49412399999999,F,Average,6.023529411764706,17
126.49412399999999,F,Elite,8.972,2
126.49412399999999,M,Average,6.003047619047619,147
126.49412399999999,M,Elite,8.432,17
126.5,F,Elite,5.202,1
126.5,M,Average,4.1933,10
126.5,M,Elite,5.411,2
126.6,F,Average,8.330666666666666,18
126.6,F,Elite,9.731666666666667,3
126.6,M,Average,8.402191304347825,115
126.6,M,Elite,10.930153846153845,13
126.8,F,Elite,7.302,1
126.8,M,Average,7.650538461538461,13
126.8,M,Elite,10.1295,2
127.0,F,Average,5.16037037037037,135
127.0,F,Elite,7.67525,16
127.0,M,Average,5.220920886075949,948
127.0,M,Elite,8.238698113207548,106
127.13786,F,Average,3.828,1
127.13786,F,Elite,4.394,1
127.13786,M,Average,4.637,3
127.13786,M,Elite,5.573,1
127.2,F,Average,6.369,1
127.2,F,Elite,8.713,1
127.2,M,Average,6.531142857142857,21
127.2,M,Elite,9.055333333333333,3
127.3,F,Average,3.8434999999999997,8
127.3,F,Elite,5.008,1
127.3,M,Average,3.928695652173913,46
127.3,M,Elite,5.354333333333333,6
127.5,F,Average,8.86075,4
127.5,F,Elite,13.065,1
127.5,M,Average,9.456692307692308,13
127.5,M,Elite,13.124,2
127.6,F,Average,7.80675,4
127.6,F,Elite,10.31,1
127.6,M,Average,7.93474074074074,27
127.6,M,Elite,10.162999999999998,3
127.8,F,Average,4.4365000000000006,4
127.8,F,Elite,6.003,1
127.8,M,Average,4.971984126984127,63
127.8,M,Elite,7.23925,8
128.0,F,Average,5.470092105263158,228
128.0,F,Elite,8.27523076923077,26
128.0,M,Average,5.5164820473644,1309
128.0,M,Elite,8.766938356164383,146
128.7,F,Average,4.673,1
128.7,F,Elite,5.462,1
128.7,M,Average,4.781181818181818,11
128.7,M,Elite,5.890000000000001,2
128.7472,F,Average,5.513287878787879,66
128.7472,F,Elite,9.03225,8
128.7472,M,Average,6.101303317535545,211
128.7472,M,Elite,11.054333333333332,24
128.8,F,Average,5.9245,2
128.8,F,Elite,8.168,1
128.8,M,Average,6.0994230769230775,52
128.8,M,Elite,8.162166666666666,6
128.9,F,Average,5.061,1
128.9,F,Elite,6.698,1
128.9,M,Average,5.561,3
128.9,M,Elite,6.315,1
129.0,F,Average,4.9523105022831055,219
129.0,F,Elite,7.798439999999999,25
129.0,M,Average,4.845547922437673,1805
129.0,M,Elite,7.888034825870646,201
129.6,F,Average,4.266,1
129.6,F,Elite,4.463,1
129.6,M,Average,4.447909090909091,11
129.6,M,Elite,6.3004999999999995,2
129.8,F,Average,6.18225,4
129.8,F,Elite,7.252,1
129.8,M,Average,5.939294117647059,51
129.8,M,Elite,8.371833333333333,6
130.0,F,Average,4.942099061522419,959
130.0,F,Elite,7.6594859813084115,107
130.0,M,Average,4.957474178403756,6177
130.0,M,Elite,8.119490538573508,687
130.1,F,Average,4.4239999999999995,2
130.1,F,Elite,4.778,1
130.1,M,Average,4.931642857142857,14
130.1,M,Elite,7.167,2
130.35654,F,Average,6.080315789473684,19
130.35654,F,Elite,7.674666666666667,3
130.35654,M,Average,6.171076923076924,26
130.35654,M,Elite,7.281666666666666,3
130.7,F,Average,7.017,3
130.7,F,Elite,8.114,1
130.7,M,Average,7.097571428571428,28
130.7,M,Elite,9.753499999999999,4
130.8,F,Elite,6.283,1
130.8,M,Average,6.6645,6
130.8,M,Elite,7.256,1
130.9,F,Average,4.5095217391304345,23
130.9,F,Elite,6.507666666666666,3
