distance_km,athlete_gender,athlete_tier,avg_speed,total_athletes
66.7,M,Average,7.344913705583757,197
66.7,M,Elite,10.770818181818182,22
66.78761,F,Average,6.077263157894737,19
66.78761,F,Elite,7.745666666666668,3
66.78761,M,Average,6.9745,24
66.78761,M,Elite,9.223666666666666,3
66.8,F,Average,5.4260399999999995,225
66.8,F,Elite,7.667407407407408,27
66.8,M,Average,5.910249451353328,1367
66.8,M,Elite,8.5220522875817,153
66.9,F,Average,6.0124615384615385,13
66.9,F,Elite,7.41,2
66.9,M,Average,6.963698412698413,63
66.9,M,Elite,10.280142857142858,7
67.0,F,Average,5.974691808596918,2466
67.0,F,Elite,9.306397810218979,274
67.0,M,Average,6.366171800513385,16362
67.0,M,Elite,10.022201320132014,1818
67.270412,F,Elite,7.303,1
67.270412,M,Average,6.547625,8
67.270412,M,Elite,8.971333333333334,3
67.3,F,Average,4.597107843137255,102
67.3,F,Elite,9.6915,12
67.3,M,Average,4.665122977346278,309
67.3,M,Elite,10.220542857142856,35
67.32,F,Average,6.2564,5
67.32,F,Elite,8.271,1
67.32,M,Average,7.704949999999999,20
67.32,M,Elite,11.304666666666668,3
67.4,F,Average,6.388076923076923,13
67.4,F,Elite,8.2165,2
67.4,M,Average,6.815886075949368,79
67.4,M,Elite,8.819333333333333,9
67.5,F,Average,6.314589285714286,280
67.5,F,Elite,9.9001875,32
67.5,M,Average,6.584998502994012,1336
67.5,M,Elite,10.361463087248321,149
67.59228,F,Average,6.769888888888889,378
67.59228,F,Elite,9.384209302325582,43
67.59228,M,Average,7.067206300813009,984
67.59228,M,Elite,10.12431818181818,110
67.6,F,Average,6.36537037037037,27
67.6,F,Elite,8.569333333333333,3
67.6,M,Average,7.20163768115942,207
67.6,M,Elite,9.98404347826087,23
67.7,F,Average,4.484666666666667,9
67.7,F,Elite,6.1795,2
67.7,M,Average,5.398925233644859,107
67.7,M,Elite,7.481750000000001,12
67.8,F,Average,7.679142857142857,7
67.8,F,Elite,9.46,1
67.8,M,Average,7.924899999999999,20
67.8,M,Elite,9.639000000000001,3
67.9,F,Average,6.987692307692308,13
67.9,F,Elite,9.793500000000002,2
67.9,M,Average,8.498228260869565,92
67.9,M,Elite,11.107727272727272,11
68.0,F,Average,6.063280895231918,3083
68.0,F,Elite,9.354373177842566,343
68.0,M,Average,6.679414095317119,19283
68.0,M,Elite,10.461284848484848,2145
68.075082,F,Elite,6.991,1
68.075082,M,Average,6.680555555555555,9
68.075082,M,Elite,8.975,1
68.1,F,Average,6.09125,4
68.1,F,Elite,8.314,1
68.1,M,Average,6.409185185185185,27
68.1,M,Elite,8.57325,4
68.2,F,Average,6.393325,40
68.2,F,Elite,8.0448,5
68.2,M,Average,6.714897338403042,263
68.2,M,Elite,9.280566666666665,30
68.23601599999999,F,Average,7.015,1
68.23601599999999,F,Elite,7.631,1
68.23601599999999,M,Average,7.542117647058824,17
68.23601599999999,M,Elite,12.242,2
68.3,F,Average,4.830472222222222,36
68.3,F,Elite,8.375,5
68.3,M,Average,4.5584280303030305,264
68.3,M,Elite,9.112677419354839,31
68.39695,F,Average,7.211567567567567,37
68.39695,F,Elite,10.0066,5
68.39695,M,Average,8.363786885245903,61
68.39695,M,Elite,11.852714285714285,7
68.4,F,Average,5.749117647058823,17
68.4,F,Elite,8.5455,2
68.4,M,Average,6.154511312217195,221
68.4,M,Elite,9.22904,25
68.5,F,Average,6.514838028169014,142
68.5,F,Elite,8.7915,16
68.5,M,Average,6.748885365853659,410
68.5,M,Elite,9.781586956521739,46
68.557884,F,Average,6.885222222222222,9
68.557884,F,Elite,8.8715,2
68.557884,M,Average,7.302260869565218,23
68.557884,M,Elite,10.400666666666666,3
68.6,F,Average,7.56484375,160
68.6,F,Elite,10.543166666666666,18
68.6,M,Average,8.19534693877551,588
68.6,M,Elite,11.250272727272728,66
68.7,F,Average,5.391746835443038,79
68.7,F,Elite,7.647333333333334,9
68.7,M,Average,6.124094240837696,382
68.7,M,Elite,9.286931818181818,44
68.8,F,Average,5.612430555555556,144
68.8,F,Elite,9.759235294117648,17
68.8,M,Average,6.032032831737347,731
68.8,M,Elite,10.114512195121952,82
69.0,F,Average,6.309790410461314,2753
69.0,F,Elite,9.250243506493506,308
69.0,M,Average,7.033201360008992,17794
69.0,M,Elite,10.374695805962608,1979
69.040686,F,Average,7.216,22
69.040686,F,Elite,8.597,3
69.040686,M,Average,7.5959875,80
69.040686,M,Elite,9.90611111111111,9
69.1,F,Average,5.826092783505154,97
69.1,F,Elite,8.024181818181818,11
69.1,M,Average,6.201489655172414,435
69.1,M,Elite,9.025551020408164,49
69.2,M,Average,8.703875,8
69.2,M,Elite,10.586,1
69.20162,F,Average,7.205967845659164,311
69.20162,F,Elite,10.395114285714286,35
69.20162,M,Average,7.688362938596492,912
69.20162,M,Elite,11.22671568627451,102
69.27,F,Average,6.401,4
69.27,F,Elite,7.33,1
69.27,M,Average,7.751333333333333,18
69.27,M,Elite,11.336999999999998,3
69.3,F,Average,7.486385321100917,109
69.3,F,Elite,10.19346153846154,13
69.3,M,Average,7.9175219638242895,387
69.3,M,Elite,11.137813953488372,43
69.4,F,Average,5.855714285714286,28
69.4,F,Elite,8.286,4
69.4,M,Average,5.545540059347181,337
69.4,M,Elite,8.4445,38
69.5,F,Average,7.287714285714286,7
69.5,F,Elite,10.024,1
69.5,M,Average,7.811972222222222,36
69.5,M,Elite,10.418199999999999,5
69.6,F,Average,4.6378157894736844,114
69.6,F,Elite,7.111923076923077,13
69.6,M,Average,4.95498440545809,513
69.6,M,Elite,8.367719298245614,57
69.684422,F,Average,7.471,2
69.684422,F,Elite,8.498,1
69.684422,M,Average,7.6028717948717945,39
69.684422,M,Elite,10.360800000000001,5
69.7,F,Average,6.317090909090909,11
69.7,F,Elite,8.509,2
69.7,M,Average,7.189213114754098,61
69.7,M,Elite,10.477714285714285,7
69.8,F,Average,6.746600000000001,5
69.8,F,Elite,8.503,1
69.8,M,Average,7.765722222222221,18
69.8,M,Elite,9.402,2
69.845356,F,Average,7.257555555555555,9
69.845356,F,Elite,11.706,1
69.845356,M,Average,7.744325000000001,40
69.845356,M,Elite,10.8154,5
69.85,M,Average,8.994299999999999,10
69.85,M,Elite,11.2025,2
70.0,F,Average,5.897378647988964,9423
70.0,F,Elite,9.556452722063037,1047
70.0,M,Average,6.224814264215407,49172
70.0,M,Elite,10.234339798719121,5465
70.00628999999999,F,Average,6.978,16
70.00628999999999,F,Elite,8.607,2
70.00628999999999,M,Average,7.4114615384615385,26
70.00628999999999,M,Elite,10.309666666666667,3
70.1,F,Average,6.5431,10
70.1,F,Elite,8.328,2
70.1,M,Average,7.344191489361703,47
70.1,M,Elite,10.707166666666666,6
70.2,F,Average,7.914,1
70.2,F,Elite,8.87,1
70.2,M,Average,9.063214285714286,14
70.2,M,Elite,12.681999999999999,2
70.3,F,Average,6.964183098591549,71
70.3,F,Elite,9.700875,8
70.3,M,Average,7.622735042735043,351
70.3,M,Elite,10.37855,40
70.4,F,Average,6.320277777777778,18
70.4,F,Elite,8.101333333333333,3
70.4,M,Average,7.067813953488373,129
70.4,M,Elite,10.176333333333334,15
70.5,F,Average,6.765413793103448,29
70.5,F,Elite,8.93525,4
70.5,M,Average,7.245068181818183,132
70.5,M,Elite,10.1816,15
70.6,F,Elite,7.107,1
70.6,M,Average,5.867,1
70.6,M,Elite,7.918,1
70.7,F,Average,7.842416666666667,72
70.7,F,Elite,10.258444444444445,9
70.7,M,Average,7.932973947895792,499
70.7,M,Elite,11.000035714285714,56
70.8,F,Average,6.791251461988304,171
70.8,F,Elite,9.072263157894737,19
70.8,M,Average,6.73776350540216,833
70.8,M,Elite,9.577333333333334,93
70.81096,F,Average,6.141571072319202,401
70.81096,F,Elite,8.332955555555555,45
70.81096,M,Average,6.5423637492240845,1611
70.81096,M,Elite,8.920703910614526,179
70.9,F,Average,6.550857142857143,7
70.9,F,Elite,8.409,1
70.9,M,Average,7.385117647058824,34
70.9,M,Elite,10.57825,4
71.0,F,Average,6.8719417721518985,3160
71.0,F,Elite,9.523786931818181,352
71.0,M,Average,6.7869312248995985,11952
71.0,M,Elite,10.270863054928519,1329
71.2,F,Average,9.106000000000002,2
71.2,F,Elite,9.557,1
71.2,M,Average,8.1295,10
71.2,M,Elite,10.071,2
71.22,F,Elite,6.036,2
71.22,M,Average,6.9198571428571425,7
71.22,M,Elite,8.65,1
71.3,F,Average,7.6896,5
71.3,F,Elite,9.118,1
71.3,M,Average,8.139129032258063,31
71.3,M,Elite,11.28125,4
71.4,F,Average,6.623346153846153,52
71.4,F,Elite,9.239166666666666,6
71.4,M,Average,7.318665036674816,409
71.4,M,Elite,9.92691304347826,46
71.454696,F,Average,8.311437908496732,153
71.454696,F,Elite,12.689333333333332,18
71.454696,M,Average,8.569002506265665,399
71.454696,M,Elite,12.136422222222222,45
71.5,F,Average,3.865115479115479,1628
71.5,F,Elite,6.939292817679558,181
71.5,M,Average,4.1136496465773815,10752
71.5,M,Elite,7.167483277591973,1196
71.6,F,Average,5.8525,18
71.6,F,Elite,7.580500000000001,2
71.6,M,Average,6.691714285714285,63
71.6,M,Elite,8.995285714285714,7
71.61563,F,Average,6.3352407407407405,162
71.61563,F,Elite,8.482,18
71.61563,M,Average,6.6925482815057284,611
71.61563,M,Elite,9.114191176470587,68
71.7,F,Average,5.740311340206185,485
71.7,F,Elite,7.711592592592592,54
71.7,M,Average,6.009615306810519,2966
71.7,M,Elite,8.510254545454545,330
71.77656400000001,F,Elite,7.104,1
71.77656400000001,M,Average,6.775555555555555,9
71.77656400000001,M,Elite,8.903500000000001,2
71.8,F,Average,5.693027777777778,108
71.8,F,Elite,7.790076923076923,13
71.8,M,Average,5.90372192513369,1122
71.8,M,Elite,8.014656,125
72.0,F,Average,6.283369399334768,5111
72.0,F,Elite,9.284739436619718,568
72.0,M,Average,6.602820491437082,33575
72.0,M,Elite,9.82143863879957,3732
72.2,F,Average,5.71495,20
72.2,F,Elite,8.091333333333333,3
72.2,M,Average,5.433645320197044,203
72.2,M,Elite,9.01008695652174,23
72.3,F,Average,8.6685,2
72.3,F,Elite,10.234,1
72.3,M,Average,8.90990909090909,11
72.3,M,Elite,10.3585,2
72.4,F,Average,6.7994,5
72.4,F,Elite,8.244,1
72.4,M,Average,7.837172413793104,29
72.4,M,Elite,11.08625,4
72.4203,F,Average,6.861639387890885,1503
72.4203,F,Elite,10.308670658682635,167
72.4203,M,Average,7.611008582834331,5010
72.4203,M,Elite,11.260586021505377,558
72.5,F,Average,6.798333333333333,102
72.5,F,Elite,9.004333333333333,12
72.5,M,Average,7.02092564491654,659
72.5,M,Elite,10.028324324324325,74
72.581234,F,Average,6.511828571428571,35
72.581234,F,Elite,8.5535,4
72.581234,M,Average,6.846713114754098,122
72.581234,M,Elite,9.0935,14
72.6,F,Average,6.179469696969697,66
72.6,F,Elite,7.6770000000000005,8
72.6,M,Average,6.344837606837607,468
72.6,M,Elite,8.653415094339621,53
72.7,F,Average,7.507041546451241,1733
72.7,F,Elite,9.940880829015544,193
72.7,M,Average,8.016933713471133,8418
72.7,M,Elite,10.930284188034188,936
72.742168,M,Average,6.364888888888888,9
72.742168,M,Elite,8.883000000000001,3
72.8,F,Average,5.728777777777777,27
72.8,F,Elite,7.286,4
72.8,M,Average,6.398615384615384,156
72.8,M,Elite,8.626722222222222,18
72.9,F,Average,4.589169491525424,59
72.9,F,Elite,6.420714285714285,7
72.9,M,Average,5.106846511627907,215
72.9,M,Elite,7.763166666666667,24
72.90310199999999,F,Average,6.6579999999999995,4
72.90310199999999,F,Elite,8.327,1
72.90310199999999,M,Average,6.73325,20
72.90310199999999,M,Elite,8.923666666666668,3
73.0,F,Average,5.428793645251397,2864
73.0,F,Elite,9.02787460815047,319
73.0,M,Average,5.704673084784563,24462
73.0,M,Elite,9.18944812362031,2718
73.064036,F,Average,6.472769230769231,13
73.064036,F,Elite,7.787,2
73.064036,M,Average,7.11446875,96
73.064036,M,Elite,9.286545454545454,11
73.1,F,Average,7.728999999999999,3
73.1,F,Elite,9.917,1
73.1,M,Average,8.562939393939393,33
73.1,M,Elite,11.629750000000001,4
73.2,F,Average,4.866,9
73.2,F,Elite,5.98,2
73.2,M,Average,5.311115384615385,52
73.2,M,Elite,7.143166666666667,6
73.22497,F,Average,6.834136363636364,22
73.22497,F,Elite,8.327333333333334,3
73.22497,M,Average,7.086571428571427,147
73.22497,M,Elite,9.219764705882353,17
73.3,F,Average,5.871533333333334,15
73.3,F,Elite,7.7905,2
73.3,M,Average,6.217130434782608,69
73.3,M,Elite,8.68211111111111,9
73.4,F,Average,6.99975,8
73.4,F,Elite,8.945,1
73.4,M,Average,7.65401724137931,58
73.4,M,Elite,10.738428571428571,7
73.5,F,Average,7.5856203208556146,187
73.5,F,Elite,9.926095238095238,21
73.5,M,Average,8.136681392235609,747
73.5,M,Elite,10.724297619047618,84
73.54683800000001,F,Average,7.9905,2
73.54683800000001,F,Elite,9.006,1
73.54683800000001,M,Average,7.311961538461538,26
73.54683800000001,M,Elite,9.945,4
73.6,F,Average,6.32825,4
73.6,F,Elite,8.265,1
73.6,M,Average,6.28804,50
73.6,M,Elite,8.997166666666667,6
73.7,F,Average,6.444,1
73.7,F,Elite,7.677,1
73.7,M,Average,7.191249999999999,20
73.7,M,Elite,9.368,3
73.8,F,Average,7.362464285714286,28
73.8,F,Elite,9.9205,4
73.8,M,Average,7.506818181818183,187
73.8,M,Elite,10.857142857142858,21
73.868706,F,Elite,7.441,1
73.868706,M,Average,6.791444444444444,9
73.868706,M,Elite,9.121,1
73.9,F,Average,7.5066476190476195,630
73.9,F,Elite,10.012585714285715,70
73.9,M,Average,8.170146409947854,2493
73.9,M,Elite,10.995820143884893,278
74.0,F,Average,5.075217821782179,1414
74.0,F,Elite,8.337556962025317,158
74.0,M,Average,5.593584941176471,8500
74.0,M,Elite,9.07965644820296,946
74.02964,F,Average,6.462252066115703,242
74.02964,F,Elite,8.74462962962963,27
74.02964,M,Average,6.857921126760563,710
74.02964,M,Elite,9.575063291139239,79
74.1,F,Average,7.200100000000001,10
74.1,F,Elite,8.572500000000002,2
74.1,M,Average,7.627241935483871,62
74.1,M,Elite,10.189142857142857,7
74.2,M,Elite,7.794,1
74.3,F,Average,6.983464646464646,99
74.3,F,Elite,9.258166666666666,12
74.3,M,Average,7.185702941176471,680
74.3,M,Elite,9.880802631578948,76
74.35150800000001,F,Elite,7.231,1
74.35150800000001,M,Average,6.7766,10
74.35150800000001,M,Elite,10.178,2
74.4,F,Average,5.839333333333333,3
74.4,F,Elite,7.931,1
74.4,M,Average,6.156259259259259,27
74.4,M,Elite,8.64225,4
74.5,F,Average,7.710836538461539,208
74.5,F,Elite,10.305666666666665,24
74.5,M,Average,8.348365008384572,1789
74.5,M,Elite,11.44480904522613,199
74.512442,F,Average,7.1739999999999995,6
74.512442,F,Elite,8.766,1
74.512442,M,Average,6.536022222222222,45
74.512442,M,Elite,8.540666666666667,6
74.6,F,Average,4.72790909090909,11
74.6,F,Elite,8.062999999999999,2
74.6,M,Average,4.496106060606061,66
74.6,M,Elite,10.892375,8
74.7,F,Average,4.5453629629629635,135
74.7,F,Elite,7.0601875,16
74.7,M,Average,4.935902834008097,494
74.7,M,Elite,8.1286,55
74.8,F,Average,5.285458333333334,24
74.8,F,Elite,7.310333333333333,3
74.8,M,Average,5.525321839080459,87
74.8,M,Elite,7.771000000000001,10
74.83431,F,Average,6.667258333333334,120
74.83431,F,Elite,9.322928571428571,14
74.83431,M,Average,6.8037397260273975,292
74.83431,M,Elite,9.601636363636363,33
74.9,F,Average,6.508541666666667,24
74.9,F,Elite,8.877333333333333,3
74.9,M,Average,7.102804347826087,92
74.9,M,Elite,9.477727272727272,11
75.0,F,Average,6.079553020134228,4470
75.0,F,Elite,9.738911468812876,497
75.0,M,Average,6.466531573517379,28109
75.0,M,Elite,10.30854304,3125
75.1,F,Average,5.087272727272727,99
75.1,F,Elite,7.375818181818182,11
75.1,M,Average,5.66632993197279,294
75.1,M,Elite,8.984727272727271,33
75.2,F,Average,7.165285714285715,7
75.2,F,Elite,8.811,1
75.2,M,Average,8.818632653061224,49
75.2,M,Elite,12.041166666666667,6
75.3,F,Average,8.049,2
75.3,F,Elite,8.826,1
75.3,M,Average,8.504249999999999,4
75.3,M,Elite,9.095,1
75.4,F,Average,5.1476500000000005,20
75.4,F,Elite,6.656333333333333,3
75.4,M,Average,5.603664383561644,146
75.4,M,Elite,8.610470588235293,17
75.47804599999999,F,Elite,6.719,1
75.47804599999999,M,Average,6.294625,8
75.47804599999999,M,Elite,8.024,3
75.5,F,Average,5.652178743961352,207
75.5,F,Elite,7.683826086956522,23
75.5,M,Average,6.01901,1300
75.5,M,Elite,8.691668965517241,145
75.6,F,Average,5.007,8
75.6,F,Elite,6.991,1
75.6,M,Average,5.048184210526316,38
75.6,M,Elite,7.191800000000001,5
75.63,F,Average,6.3182,5
75.63,F,Elite,7.841,1
75.63,M,Average,7.629428571428571,21
75.63,M,Elite,11.034666666666666,3
75.63898,F,Average,5.691329749103943,279
75.63898,F,Elite,8.967258064516129,31
75.63898,M,Average,6.8630746934225195,897
75.63898,M,Elite,10.328669999999999,100
75.799914,F,Average,6.3602,10
75.799914,F,Elite,8.047,2
75.799914,M,Average,7.155098360655738,61
75.799914,M,Elite,10.24757142857143,7
75.8,F,Elite,3.074,1
75.8,M,Average,3.2528333333333332,12
75.8,M,Elite,3.777,2
75.9,F,Average,5.2442,30
75.9,F,Elite,6.77975,4
75.9,M,Average,5.522191304347826,115
75.9,M,Elite,7.368153846153846,13
75.960848,F,Elite,6.925,1
75.960848,M,Average,6.740666666666666,9
75.960848,M,Elite,9.682,2
76.0,F,Average,5.887268508287293,1810
76.0,F,Elite,9.128069306930692,202
76.0,M,Average,6.348312414940269,13226
76.0,M,Elite,9.992819972826087,1472
76.1,F,Average,5.677564885496183,262
76.1,F,Elite,8.8527,30
76.1,M,Average,5.7869847715736045,985
76.1,M,Elite,8.989472727272727,110
76.282716,F,Elite,6.347,1
76.282716,M,Average,6.2407,10
76.282716,M,Elite,8.418,2
76.3,F,Average,4.491872340425532,47
76.3,F,Elite,7.442666666666667,6
76.3,M,Average,5.160481481481481,216
76.3,M,Elite,9.343,25
76.34,F,Average,6.1693999999999996,5
76.34,F,Elite,7.472,1
76.34,M,Average,7.351157894736842,19
76.34,M,Elite,10.3445,4
76.4,F,Average,7.309869565217392,23
76.4,F,Elite,9.933666666666667,3
76.4,M,Average,7.792775510204081,147
76.4,M,Elite,10.768176470588235,17
76.44365,F,Elite,5.735,1
76.44365,M,Average,6.280444444444445,9
76.44365,M,Elite,8.701666666666666,3
76.5,F,Average,5.1825,4
76.5,F,Elite,6.565,1
76.5,M,Average,6.028892857142857,28
76.5,M,Elite,10.1875,4
76.6,F,Average,3.401111111111111,9
76.6,F,Elite,4.456,1
76.6,M,Average,3.386764705882353,34
76.6,M,Elite,4.437,4
76.604584,F,Average,7.21372972972973,37
76.604584,F,Elite,8.51,5
76.604584,M,Average,7.528333333333333,126
76.604584,M,Elite,10.128800000000002,15
76.7,F,Average,5.042147540983606,183
76.7,F,Elite,9.705619047619049,21
76.7,M,Average,5.972255933952528,969
76.7,M,Elite,10.98612037037037,108
76.8,F,Average,7.117181818181819,44
76.8,F,Elite,10.0306,5
76.8,M,Average,7.838834123222749,211
76.8,M,Elite,10.592083333333333,24
76.9,F,Average,6.539909090909091,11
76.9,F,Elite,8.271,2
76.9,M,Average,7.29777380952381,84
76.9,M,Elite,10.3081,10
77.0,F,Average,6.413810026385224,1516
77.0,F,Elite,9.031751479289941,169
77.0,M,Average,6.5580181943014075,8739
77.0,M,Elite,9.74165499485067,971
77.087386,F,Elite,6.976,1
77.087386,M,Average,6.943600000000001,10
77.087386,M,Elite,9.5365,2
77.2,F,Average,5.386115384615384,26
77.2,F,Elite,7.288,3
77.2,M,Average,5.592320987654321,81
77.2,M,Elite,7.7009,10
77.24832,F,Average,7.688320930232559,215
77.24832,F,Elite,10.25675,24
77.24832,M,Average,8.041460869565217,690
77.24832,M,Elite,11.122727272727273,77
77.3,F,Average,6.6425,2
77.3,F,Elite,7.856,1
77.3,M,Average,8.241695652173913,23
77.3,M,Elite,10.570333333333332,3
77.4,F,Average,6.4745,16
77.4,F,Elite,8.076,2
77.4,M,Average,6.657654761904762,84
77.4,M,Elite,9.4524,10
77.5,F,Average,6.610370370370371,81
77.5,F,Elite,8.534555555555556,9
77.5,M,Average,6.838108187134503,342
77.5,M,Elite,9.285153846153845,39
77.6,F,Average,5.442166666666666,12
77.6,F,Elite,7.1125,2
77.6,M,Average,5.894177777777778,45
77.6,M,Elite,7.759600000000001,5
77.7,F,Average,6.589833333333334,6
77.7,F,Elite,11.148,1
77.7,M,Average,8.339655172413792,29
77.7,M,Elite,11.428249999999998,4
77.8,F,Average,3.177288888888889,90
77.8,F,Elite,6.607545454545454,11
77.8,M,Average,3.333617210682493,337
77.8,M,Elite,6.883425,40
77.9,F,Average,7.725235294117647,17
77.9,F,Elite,10.18,2
77.9,M,Average,8.53444347826087,115
77.9,M,Elite,11.772307692307692,13
78.0,F,Average,6.8466127102803735,2675
78.0,F,Elite,9.646704697986577,298
78.0,M,Average,7.016827467966071,16623
78.0,M,Elite,10.247824324324323,1850
78.05299,F,Elite,7.782,1
78.05299,M,Average,6.935833333333334,12
78.05299,M,Elite,10.0955,2
78.2,F,Average,5.204583333333333,12
78.2,F,Elite,7.8535,2
78.2,M,Average,6.286404255319149,94
78.2,M,Elite,10.126454545454546,11
78.3,F,Average,6.219,1
78.3,F,Elite,10.709,1
78.3,M,Average,8.457722222222223,18
78.3,M,Elite,11.664,2
78.4,F,Average,7.583352941176471,17
78.4,F,Elite,8.750499999999999,2
78.4,M,Average,8.319220588235295,68
78.4,M,Elite,11.211875000000001,8
78.5,F,Average,6.768857142857143,7
78.5,F,Elite,9.14,1
78.5,M,Average,7.567825396825397,63
78.5,M,Elite,10.8625,8
78.535792,F,Average,7.039,1
78.535792,F,Elite,7.554,1
78.535792,M,Average,6.967758620689655,29
78.535792,M,Elite,9.88825,4
78.696726,F,Elite,7.197,1
78.696726,M,Average,6.3891,10
78.696726,M,Elite,8.415,2
78.7,F,Average,6.261266666666667,45
78.7,F,Elite,8.0514,5
78.7,M,Average,6.83225550660793,227
78.7,M,Elite,9.659961538461538,26
78.8,M,Average,8.194,1
78.8,M,Elite,8.739,1
78.85766,F,Average,7.178,3
78.85766,F,Elite,7.757,1
78.85766,M,Average,7.573192307692308,26
78.85766,M,Elite,10.449,3
78.9,M,Average,5.009666666666667,3
78.9,M,Elite,6.539,1
79.0,F,Average,6.086648760330578,242
79.0,F,Elite,8.46788888888889,27
79.0,M,Average,6.219034031413612,1528
79.0,M,Elite,9.510070175438596,171
79.1,F,Average,6.857118644067796,118
79.1,F,Elite,9.039857142857143,14
79.1,M,Average,7.466609126984126,504
79.1,M,Elite,10.975754385964914,57
79.2,F,Average,5.734307692307693,13
79.2,F,Elite,6.824999999999999,2
79.2,M,Average,5.839827160493828,81
79.2,M,Elite,7.4762,10
79.3,F,Average,5.167238095238095,42
79.3,F,Elite,7.814400000000001,5
79.3,M,Average,5.770515625000001,192
79.3,M,Elite,9.172818181818181,22
79.4,F,Average,7.22979797979798,99
79.4,F,Elite,9.325090909090909,11
79.4,M,Average,7.8210023041474654,434
79.4,M,Elite,10.450081632653061,49
79.5,F,Average,7.490259259259259,27
79.5,F,Elite,10.06425,4
79.5,M,Average,7.731617424242424,264
79.5,M,Elite,10.8993,30
79.6,F,Average,6.119,1
79.6,F,Elite,6.515,1
79.6,M,Average,6.573173913043478,23
79.6,M,Elite,7.506333333333333,3
79.66233,F,Average,5.4835,4
79.66233,F,Elite,5.973,1
79.66233,M,Average,5.643,46
79.66233,M,Elite,7.4554285714285715,7
79.7,F,Average,6.150125,24
79.7,F,Elite,9.128,3
79.7,M,Average,6.492662790697675,172
79.7,M,Elite,9.482800000000001,20
79.8,F,Elite,6.566,1
79.8,M,Average,7.449090909090909,11
79.8,M,Elite,8.923,2
79.82326400000001,F,Average,7.187390625,64
79.82326400000001,F,Elite,9.14775,8
79.82326400000001,M,Average,7.789140625,128
79.82326400000001,M,Elite,10.514866666666668,15
79.9,F,Average,5.005318181818182,44
79.9,F,Elite,7.8538,5
79.9,M,Average,5.426725409836066,244
79.9,M,Elite,8.831178571428572,28
80.0,F,Average,5.972268754708859,9291
80.0,F,Elite,9.253484995159729,1033
80.0,M,Average,6.355965401117137,61765
80.0,M,Elite,9.941102780608531,6869
80.14513199999999,M,Average,6.504888888888889,9
80.14513199999999,M,Elite,8.589500000000001,2
80.3,F,Average,3.907787878787879,99
80.3,F,Elite,5.91275,12
80.3,M,Average,4.360466666666667,690
80.3,M,Elite,6.960181818181818,77
80.45,F,Average,9.1474,5
80.45,F,Elite,10.741,1
80.45,M,Average,9.664725490196078,51
80.45,M,Elite,12.745666666666667,6
80.467,F,Average,6.696682611399722,54668
80.467,F,Elite,9.756921152263375,6075
80.467,M,Average,7.1467190296861745,147375
80.467,M,Elite,10.666570748091603,16375
80.5,F,Average,5.659194444444444,36
80.5,F,Elite,7.70825,4
80.5,M,Average,5.93458358662614,329
80.5,M,Elite,8.934324324324324,37
80.6,F,Average,5.590019138755982,209
80.6,F,Elite,8.446958333333333,24
80.6,M,Average,5.926993088782563,1881
80.6,M,Elite,8.788143540669857,209
80.7,F,Average,4.37932,25
80.7,F,Elite,8.798666666666668,3
80.7,M,Average,5.623041176470588,170
80.7,M,Elite,9.150157894736843,19
80.8,F,Average,5.8158252427184465,103
80.8,F,Elite,9.181,12
80.8,M,Average,6.195661458333333,576
80.8,M,Elite,9.279892307692307,65
80.9,F,Average,6.572064516129033,31
80.9,F,Elite,9.1915,4
80.9,M,Average,7.310482517482517,143
80.9,M,Elite,10.016875,16
80.94980199999999,F,Elite,7.218,1
80.94980199999999,M,Average,6.7551000000000005,10
80.94980199999999,M,Elite,9.68,2
81.0,F,Average,6.25435725308642,1296
81.0,F,Elite,10.24679861111111,144
81.0,M,Average,6.366014861517677,8882
81.0,M,Elite,9.859240121580546,987
81.110736,F,Average,6.119111111111112,36
81.110736,F,Elite,7.9292,5
81.110736,M,Average,6.33308,175
81.110736,M,Elite,8.651,20
81.27167,F,Average,6.231677419354838,31
81.27167,F,Elite,8.0525,4
81.27167,M,Average,6.750913043478261,138
81.27167,M,Elite,8.681875,16
81.3,F,Average,5.500263157894737,19
81.3,F,Elite,7.664333333333334,3
81.3,M,Average,5.854528795811518,191
81.3,M,Elite,8.729772727272728,22
81.4,F,Average,5.821375,128
81.4,F,Elite,7.660266666666667,15
81.4,M,Average,6.214540098199673,611
81.4,M,Elite,9.153779411764706,68
81.432604,F,Average,6.1588,40
81.432604,F,Elite,8.655,5
81.432604,M,Average,6.759869047619047,84
81.432604,M,Elite,9.572199999999999,10
81.5,F,Average,6.39016091954023,87
81.5,F,Elite,9.093272727272726,11
81.5,M,Average,6.957528301886792,530
81.5,M,Elite,10.177305084745763,59
81.59353800000001,F,Elite,6.907,1
81.59353800000001,M,Average,6.918200000000001,10
81.59353800000001,M,Elite,9.61,2
81.6,F,Average,7.273666666666666,45
81.6,F,Elite,9.331666666666667,6
81.6,M,Average,7.751308108108108,185
81.6,M,Elite,11.281761904761904,21
81.7,F,Average,5.640444444444444,9
81.7,F,Elite,9.834,1
81.7,M,Average,6.55324,75
81.7,M,Elite,8.801666666666668,9
81.8,F,Average,8.455434782608695,23
81.8,F,Elite,11.151333333333334,3
81.8,M,Average,8.677132653061225,98
81.8,M,Elite,11.92127272727273,11
81.915406,F,Average,7.73984375,32
81.915406,F,Elite,10.05625,4
81.915406,M,Average,8.052564356435644,101
81.915406,M,Elite,10.91475,12
