athlete_age,athlete_gender,distance_km,avg_speed,sample_size
24.0,F,49.0,5.958727272727273,33
24.0,F,49.8,3.738357142857143,14
24.0,F,50.0,7.428418909592823,2898
24.0,F,50.3,3.4916470588235295,17
24.0,F,51.0,6.079583333333333,48
24.0,F,51.49888,7.349611111111112,18
24.0,F,51.7,3.4583636363636363,22
24.0,F,52.0,6.427773809523809,84
24.0,F,52.2,4.872923076923077,13
24.0,F,53.0,6.599766666666667,60
24.0,F,53.10822,8.20226923076923,26
24.0,F,54.0,6.1925952380952385,42
24.0,F,54.71756,4.482703703703704,54
24.0,F,55.0,6.251679144385027,187
24.0,F,56.0,8.81337339055794,233
24.0,F,56.3269,7.0185625,16
24.0,F,57.0,6.114935483870967,31
24.0,F,58.0,6.4702222222222225,18
24.0,F,59.0,6.162071428571429,14
24.0,F,60.0,6.907630303030303,165
24.0,F,61.0,6.725227272727273,22
24.0,F,62.0,5.968545454545454,22
24.0,F,63.0,5.905861111111111,36
24.0,F,64.0,5.698862068965517,29
24.0,F,64.3736,7.46045652173913,46
24.0,F,65.0,6.103761904761904,63
24.0,F,66.0,5.849052631578948,19
24.0,F,67.0,6.182999999999999,15
24.0,F,68.0,7.181000000000001,18
24.0,F,69.0,7.057909090909091,22
24.0,F,70.0,5.820777777777778,54
24.0,F,72.0,6.092026315789473,38
24.0,F,72.4203,6.871916666666667,12
24.0,F,73.0,6.286266666666666,15
24.0,F,75.0,6.407302325581395,43
24.0,F,76.0,6.349666666666667,12
24.0,F,77.0,6.218636363636364,11
24.0,F,78.0,6.749636363636363,22
24.0,F,80.0,6.465872727272727,55
24.0,F,80.467,7.2974809917355365,605
24.0,F,85.0,6.2399523809523805,21
24.0,F,87.0,8.044,100
24.0,F,89.0,8.318438596491228,114
24.0,F,90.0,6.8242,30
24.0,F,100.0,5.439348508634223,637
24.0,F,102.0,6.347166666666666,12
24.0,F,105.0,5.155833333333334,18
24.0,F,106.0,4.0254666666666665,15
24.0,F,110.0,5.1175,14
24.0,F,111.0,5.025733333333333,15
24.0,F,160.934,6.01375,116
24.0,F,250.0,5.306076923076923,26
24.0,M,45.0,7.374495429616088,547
24.0,M,45.06152,8.108478260869566,23
24.0,M,45.5,6.3485000000000005,24
24.0,M,45.6,8.0877,20
24.0,M,46.0,7.558273356401384,289
24.0,M,46.5,7.895909090909091,11
24.0,M,47.0,7.105150943396227,159
24.0,M,47.3,3.5497,20
24.0,M,48.0,7.386792531120332,241
24.0,M,48.2802,8.020226666666668,75
24.0,M,48.5,4.387,26
24.0,M,49.0,7.392509433962264,106
24.0,M,49.8,4.584606060606061,33
24.0,M,49.88954,7.195692307692307,26
24.0,M,50.0,8.338151021007786,6807
24.0,M,50.3,3.775161290322581,31
24.0,M,50.69421,8.996909090909092,11
24.0,M,51.0,7.317811926605504,218
24.0,M,51.49888,8.141827586206897,29
24.0,M,51.7,3.9694358974358974,39
24.0,M,52.0,7.424192771084337,332
24.0,M,52.2,5.451608695652174,23
24.0,M,52.3,6.919727272727272,11
24.0,M,52.4,7.9302,15
24.0,M,52.5,8.213000000000001,18
24.0,M,52.6,7.9973809523809525,21
24.0,M,53.0,6.817904580152671,262
24.0,M,53.10822,8.789902439024392,41
24.0,M,53.7,7.748083333333334,12
24.0,M,54.0,7.039039024390243,205
24.0,M,54.073824,7.366818181818181,11
24.0,M,54.71756,4.818360465116279,86
24.0,M,55.0,6.999882636655948,622
24.0,M,55.6,5.2284,30
24.0,M,55.8,5.984142857142857,14
24.0,M,56.0,9.394521793275219,803
24.0,M,56.3269,7.8368205128205135,39
24.0,M,57.0,6.717034285714286,175
24.0,M,58.0,7.1040140845070425,142
24.0,M,59.0,6.796339285714287,56
24.0,M,60.0,6.93203294892916,607
24.0,M,61.0,6.489553191489362,94
24.0,M,61.15492,7.028133333333333,15
24.0,M,62.0,6.896507692307693,130
24.0,M,62.8,6.048473684210527,19
24.0,M,63.0,6.545633333333334,210
24.0,M,63.3,10.013285714285715,21
24.0,M,63.5,7.537090909090909,11
24.0,M,64.0,6.6237076923076925,130
24.0,M,64.3736,8.066303571428572,112
24.0,M,64.6,4.57655,20
24.0,M,65.0,6.64131843575419,358
24.0,M,65.5,6.21725,12
24.0,M,66.0,6.479666666666667,93
24.0,M,66.8,5.8852142857142855,14
24.0,M,67.0,6.894893129770992,131
24.0,M,68.0,6.961091954022988,174
24.0,M,69.0,7.435613445378151,119
24.0,M,70.0,6.48794054054054,370
24.0,M,71.0,7.429103448275861,29
24.0,M,71.5,5.043852459016394,61
24.0,M,71.7,6.447285714285714,14
24.0,M,72.0,7.161471830985915,284
24.0,M,72.4203,7.909857142857144,35
24.0,M,72.7,8.802160714285714,56
24.0,M,73.0,6.415317919075144,173
24.0,M,74.0,6.447807692307692,52
24.0,M,74.5,8.635666666666667,15
24.0,M,75.0,7.038804195804196,286
24.0,M,76.0,6.99949,100
24.0,M,77.0,7.113985915492958,71
24.0,M,78.0,7.656675496688741,151
24.0,M,80.0,6.793697435897435,390
24.0,M,80.467,7.857613269575613,1673
24.0,M,81.0,6.999223529411764,85
24.0,M,82.0,5.9725245901639346,61
24.0,M,83.0,6.061608695652174,46
24.0,M,83.5,6.769230769230769,13
24.0,M,83.68568,7.4583076923076925,26
24.0,M,84.0,5.891676923076923,65
24.0,M,84.329416,6.811166666666667,18
24.0,M,85.0,6.249261261261261,111
24.0,M,85.29502,7.806909090909091,11
