athlete_age,athlete_gender,distance_km,avg_speed,sample_size
29.0,F,64.3736,7.61669827586207,116
29.0,F,64.6,4.03,14
29.0,F,65.0,5.959876595744681,235
29.0,F,66.0,5.931060975609756,82
29.0,F,67.0,6.193428571428572,49
29.0,F,68.0,6.890575757575758,66
29.0,F,69.0,6.637615384615385,52
29.0,F,70.0,5.748110091743119,218
29.0,F,71.0,6.8045909090909085,22
29.0,F,71.5,4.478829268292683,41
29.0,F,72.0,6.361721153846154,104
29.0,F,72.4203,7.755090909090909,22
29.0,F,72.7,8.3734,15
29.0,F,73.0,5.700111111111111,81
29.0,F,73.9,8.486636363636363,11
29.0,F,74.0,5.381576923076922,26
29.0,F,75.0,6.429755319148937,94
29.0,F,76.0,6.405259259259259,54
29.0,F,77.0,6.34525,24
29.0,F,78.0,7.172090909090909,66
29.0,F,80.0,6.311512953367876,193
29.0,F,80.467,7.293170160295931,1622
29.0,F,81.0,6.232675675675676,37
29.0,F,82.0,6.273354838709677,31
29.0,F,83.0,6.009766666666667,30
29.0,F,83.68568,6.880041666666667,24
29.0,F,84.0,5.269548387096774,31
29.0,F,84.329416,6.545,19
29.0,F,85.0,6.095659340659341,91
29.0,F,85.29502,7.171631578947368,19
29.0,F,86.0,6.014736842105263,19
29.0,F,87.0,8.064032786885246,366
29.0,F,88.0,5.923166666666667,24
29.0,F,88.5137,6.4454375,16
29.0,F,89.0,8.471562913907285,302
29.0,F,90.0,7.399666666666667,108
29.0,F,93.0,5.624363636363636,11
29.0,F,96.5604,6.621375,16
29.0,F,98.0,4.934357142857143,14
29.0,F,98.4,6.458666666666667,12
29.0,F,100.0,5.884232704402516,1590
29.0,F,101.0,5.294197183098591,71
29.0,F,102.0,6.2370277777777785,36
29.0,F,103.0,4.988615384615385,26
29.0,F,104.0,5.492461538461539,13
29.0,F,105.0,4.730881355932204,59
29.0,F,106.0,4.196897435897436,39
29.0,F,107.0,6.753636363636363,11
29.0,F,108.0,5.774148148148147,27
29.0,F,110.0,5.610471698113208,53
29.0,F,111.0,5.290955555555556,45
29.0,F,112.0,4.940222222222222,18
29.0,F,112.6538,5.955923076923077,13
29.0,F,115.0,5.3299375,16
29.0,F,119.0,4.64178947368421,19
29.0,F,120.0,5.63740625,32
29.0,F,125.0,5.675388888888889,36
29.0,F,130.0,5.3530500000000005,20
29.0,F,160.0,4.109500000000001,18
29.0,F,160.934,6.055917355371901,484
29.0,F,167.0,4.2907692307692304,13
29.0,F,168.0,4.149249999999999,12
29.0,F,170.0,4.32,12
29.0,F,250.0,5.418677419354839,62
29.0,F,250.7,5.065727272727273,11
29.0,M,45.0,7.637012128562766,1649
29.0,M,45.06152,7.8831805555555565,72
29.0,M,45.3,7.1778,15
29.0,M,45.4,7.18823076923077,13
29.0,M,45.5,6.693021505376344,93
29.0,M,45.6,8.189416666666666,60
29.0,M,45.8,9.027266666666666,15
29.0,M,46.0,7.538870370370371,756
29.0,M,46.2,6.710545454545454,11
29.0,M,46.4,6.953666666666667,15
29.0,M,46.5,7.123190476190476,42
29.0,M,46.6,7.140454545454546,22
29.0,M,46.7,9.723727272727272,11
29.0,M,46.8,7.52855,20
29.0,M,47.0,7.139304,500
29.0,M,47.3,4.214628571428571,35
29.0,M,47.4,5.480166666666666,12
29.0,M,47.5,8.688315789473684,19
29.0,M,47.6,9.298333333333334,12
29.0,M,47.797398,8.365882352941176,17
29.0,M,47.9,6.732363636363636,11
29.0,M,48.0,7.423656593406593,728
29.0,M,48.2,8.078818181818182,11
29.0,M,48.2802,8.31999375,160
29.0,M,48.3,5.976444444444445,18
29.0,M,48.4,7.935529411764706,17
29.0,M,48.5,6.37731914893617,47
29.0,M,49.0,6.93741782729805,359
29.0,M,49.2,10.804,22
29.0,M,49.3,8.525846153846153,13
29.0,M,49.5,6.729500000000001,12
29.0,M,49.7,7.9424,15
29.0,M,49.8,4.498637931034483,58
29.0,M,49.88954,7.338317073170732,41
29.0,M,50.0,8.06059587038995,16079
29.0,M,50.1,9.03155,20
29.0,M,50.3,3.986933333333333,75
29.0,M,50.4,8.61284,25
29.0,M,50.5,7.013871794871795,39
29.0,M,50.69421,9.762225806451614,31
29.0,M,50.7,7.906307692307692,13
29.0,M,51.0,7.148424590163934,610
29.0,M,51.1,6.051928571428571,14
29.0,M,51.3,8.746615384615385,13
29.0,M,51.4,6.652,37
29.0,M,51.49888,8.128838095238095,105
29.0,M,51.5,6.409576923076923,26
29.0,M,51.7,4.250387096774194,62
29.0,M,51.8,7.235055555555555,18
29.0,M,52.0,7.707461828463714,1061
29.0,M,52.1,5.666166666666666,12
29.0,M,52.2,5.4597118644067795,59
29.0,M,52.3,7.5373636363636365,22
29.0,M,52.4,7.68852,25
29.0,M,52.5,8.888123076923076,65
29.0,M,52.6,7.377645833333333,48
29.0,M,52.7,6.1454375,16
29.0,M,52.8,5.637294117647059,17
29.0,M,52.9,9.04264705882353,17
29.0,M,53.0,7.197851897184823,817
29.0,M,53.1,6.8345,16
29.0,M,53.10822,8.84434090909091,88
29.0,M,53.3,6.987846153846154,13
29.0,M,53.5,8.005592592592594,27
29.0,M,53.7,7.102535714285715,28
29.0,M,53.8,8.356333333333334,15
29.0,M,53.91289,8.681857142857142,14
29.0,M,54.0,7.131743076923077,650
29.0,M,54.073824,7.252066666666667,15
29.0,M,54.4,5.634388888888889,36
29.0,M,54.7,7.0982666666666665,15
29.0,M,54.71756,5.626853146853147,143
29.0,M,55.0,6.925519097222223,1728
29.0,M,55.4,7.417695652173913,23
29.0,M,55.6,5.89141935483871,62
29.0,M,55.7,8.491727272727273,22
29.0,M,55.8,6.958608695652174,46
29.0,M,56.0,9.357332404828226,2154
29.0,M,56.2,6.133,31
29.0,M,56.3269,7.98561111111111,72
29.0,M,56.5,6.396866666666667,15
29.0,M,56.6,8.397307692307693,13
29.0,M,56.7,7.735190476190476,21
29.0,M,56.8,6.728363636363636,11
29.0,M,57.0,6.927937377690802,511
29.0,M,57.131569999999996,10.830928571428572,14
29.0,M,57.7,7.898529411764706,34
29.0,M,58.0,7.312887096774193,372
29.0,M,59.0,6.977927777777778,180
29.0,M,59.54558,7.292058823529412,17
29.0,M,59.7,6.6526000000000005,15
29.0,M,60.0,7.063899458157737,1661
29.0,M,60.6,6.257857142857143,14
29.0,M,61.0,6.563511326860842,309
29.0,M,61.15492,7.435657142857143,35
29.0,M,61.8,7.134250000000001,12
29.0,M,62.0,6.959563758389262,447
29.0,M,62.76426,8.6045,14
29.0,M,62.8,5.8378571428571435,56
29.0,M,62.9,6.046375,16
29.0,M,63.0,6.483904615384614,650
29.0,M,63.3,9.859411764705882,51
29.0,M,63.5,7.652333333333333,15
29.0,M,63.6,6.972888888888889,27
29.0,M,63.8,4.6185294117647056,17
29.0,M,64.0,6.735072289156626,332
29.0,M,64.2,5.285055555555555,18
29.0,M,64.3736,8.149835016835018,297
29.0,M,64.5,6.96937037037037,27
29.0,M,64.6,4.590316666666666,60
29.0,M,65.0,6.659237338629593,1007
29.0,M,65.5,6.833892857142857,28
29.0,M,66.0,6.778015060240963,332
29.0,M,66.5,10.411,15
29.0,M,66.6,8.088142857142858,14
29.0,M,66.8,6.43670731707317,41
29.0,M,67.0,6.847210714285715,280
29.0,M,67.5,7.825500000000001,18
29.0,M,68.0,7.315848167539267,382
29.0,M,68.6,9.145181818181818,11
29.0,M,68.8,6.106272727272727,11
29.0,M,69.0,7.672185863874346,382
29.0,M,69.20162,7.546749999999999,12
29.0,M,69.6,4.804909090909091,11
29.0,M,70.0,6.564430970149253,1072
29.0,M,70.7,9.023882352941177,17
29.0,M,70.8,7.5046470588235294,17
29.0,M,70.81096,6.848448275862069,29
29.0,M,71.0,7.135838709677419,124
29.0,M,71.4,7.718529411764706,17
29.0,M,71.5,4.847602150537634,186
29.0,M,71.61563,7.010363636363636,11
29.0,M,71.7,6.7145581395348835,43
29.0,M,71.8,6.082333333333334,24
29.0,M,72.0,7.122638954869358,842
29.0,M,72.4203,8.693918604651163,86
29.0,M,72.5,7.662214285714286,14
29.0,M,72.7,8.783963302752294,109
29.0,M,73.0,6.386631578947369,513
29.0,M,73.9,8.958599999999999,30
29.0,M,74.0,6.322946308724832,149
29.0,M,74.02964,7.841352941176471,17
29.0,M,74.3,7.537999999999999,14
29.0,M,74.5,9.36209523809524,21
29.0,M,74.7,5.897333333333333,15
29.0,M,75.0,7.191419934640524,612
29.0,M,75.1,5.575909090909091,11
29.0,M,75.5,6.5730625,16
29.0,M,76.0,6.967217910447761,335
29.0,M,76.1,5.697692307692307,26
29.0,M,76.7,5.8353,20
29.0,M,77.0,7.094109890109889,182
29.0,M,77.24832,8.00138888888889,18
29.0,M,77.8,4.798454545454546,11
29.0,M,78.0,7.470952681388012,317
29.0,M,79.0,7.136272727272727,33
29.0,M,80.0,6.9029253731343285,1139
29.0,M,80.3,4.339764705882352,17
29.0,M,80.467,7.865970626803042,3813
29.0,M,80.6,6.719606060606061,33
29.0,M,80.8,7.094333333333334,12
29.0,M,81.0,6.940623931623931,234
29.0,M,81.4,6.873176470588235,17
29.0,M,82.0,6.341735159817351,219
29.0,M,82.6,4.896392857142857,28
29.0,M,82.88101,8.126818181818182,11
29.0,M,83.0,6.024685714285714,210
29.0,M,83.3,7.021782608695652,23
29.0,M,83.5,5.59256,25
29.0,M,83.68568,7.115953488372093,43
29.0,M,84.0,6.162366515837104,221
29.0,M,84.329416,7.0372631578947376,57
29.0,M,84.5,5.25,20
29.0,M,84.7,4.672066666666667,15
29.0,M,85.0,6.249159420289855,345
29.0,M,85.29502,7.434821428571429,28
29.0,M,85.3,6.869,12
29.0,M,86.0,5.973385620915033,153
29.0,M,86.5,5.099136363636363,22
29.0,M,86.90436,6.78,23
29.0,M,87.0,8.801837403598972,1556
29.0,M,88.0,6.4693984375,128
29.0,M,88.5,8.985416666666667,12
29.0,M,88.5137,7.444142857142857,56
29.0,M,89.0,9.292508920985556,1177
29.0,M,90.0,7.596845474613687,453
29.0,M,90.12304,7.234722222222222,18
29.0,M,90.9,8.397076923076924,13
29.0,M,91.0,5.995272727272726,44
29.0,M,92.0,5.727142857142857,42
29.0,M,92.6,3.6637857142857144,14
29.0,M,92.8,4.5098666666666665,15
29.0,M,93.0,5.885266666666666,45
29.0,M,94.0,6.708880000000001,50
29.0,M,95.0,5.424833333333333,48
29.0,M,96.0,4.631396825396826,63
29.0,M,96.5604,7.69428,25
29.0,M,97.0,4.848714285714286,35
29.0,M,98.0,5.224977272727273,88
29.0,M,98.4,7.262921052631579,38
29.0,M,99.0,6.860049999999999,20
29.0,M,100.0,6.674460116569525,6005
29.0,M,100.5,5.78615,20
29.0,M,101.0,5.557170560747664,428
29.0,M,101.6,6.3117368421052635,19
29.0,M,102.0,6.419436464088397,181
29.0,M,103.0,6.0767344632768365,177
29.0,M,103.4,5.427727272727273,22
29.0,M,103.5,5.706954545454545,22
29.0,M,104.0,5.852605263157895,76
29.0,M,105.0,5.64687323943662,355
29.0,M,105.5,6.386909090909091,11
29.0,M,106.0,5.350664233576643,137
29.0,M,106.21644,7.603611111111111,18
29.0,M,106.5,5.831090909090909,22
29.0,M,107.0,6.765153846153846,39
29.0,M,107.9,8.009866666666666,15
29.0,M,108.0,6.230261538461538,130
29.0,M,108.5,6.429,15
29.0,M,108.7,4.271714285714286,14
29.0,M,109.0,5.605463414634147,41
29.0,M,109.43512,5.992818181818181,22
29.0,M,110.0,5.853973684210525,380
29.0,M,111.0,5.483974358974359,234
29.0,M,112.0,5.975251908396947,131
29.0,M,112.1,5.918166666666667,18
29.0,M,113.0,5.314565217391304,23
29.0,M,113.45847,6.145333333333334,15
29.0,M,114.0,5.590457142857143,35
29.0,M,115.0,5.5419,110
29.0,M,116.0,5.453836734693877,49
29.0,M,117.0,5.601,24
29.0,M,118.0,7.088333333333334,36
29.0,M,119.0,4.962723404255319,141
29.0,M,119.3,6.201875,16
29.0,M,120.0,5.8170217391304355,184
29.0,M,121.0,4.524727272727272,11
29.0,M,122.0,5.54175,24
29.0,M,123.0,5.3093157894736835,19
29.0,M,124.0,4.760592592592593,27
29.0,M,125.0,5.615005813953488,172
29.0,M,127.0,5.5862,25
29.0,M,128.0,6.256,15
29.0,M,129.0,6.134964285714285,28
29.0,M,130.0,5.481466666666667,90
29.0,M,133.0,5.313285714285714,14
29.0,M,135.18456,8.936933333333334,15
29.0,M,140.0,5.84146052631579,76
29.0,M,144.0,3.747697674418605,43
29.0,M,145.0,4.632150943396226,53
29.0,M,147.0,6.380090909090909,11
29.0,M,148.0,3.593829268292683,41
29.0,M,149.0,3.9003157894736837,19
29.0,M,150.0,5.563872340425532,47
29.0,M,155.0,4.11325,28
29.0,M,156.0,5.885105263157895,19
29.0,M,160.0,4.5187920792079215,101
29.0,M,160.934,6.206736215538847,1596
29.0,M,161.0,5.55978947368421,19
29.0,M,161.8,3.2735833333333333,24
29.0,M,162.0,4.499588235294118,17
29.0,M,163.0,4.163388888888889,18
29.0,M,163.5,3.329,11
29.0,M,163.6,6.6008571428571425,21
29.0,M,164.15268,5.676818181818182,11
29.0,M,165.0,4.400840909090909,44
29.0,M,165.7,3.612530303030303,66
29.0,M,165.76202,6.139545454545455,11
29.0,M,166.0,4.263433962264151,53
29.0,M,167.0,4.156673076923076,52
29.0,M,167.7,4.824933333333333,15
29.0,M,168.0,4.570393617021277,94
29.0,M,169.0,5.197291666666667,24
29.0,M,170.0,4.466747747747748,111
29.0,M,171.0,4.952959183673469,49
29.0,M,172.0,5.03755,20
29.0,M,175.0,5.179833333333334,12
29.0,M,177.0,5.62275,24
29.0,M,180.0,5.27975,12
29.0,M,185.0,5.833,13
29.0,M,200.0,6.4979642857142865,28
29.0,M,202.2,5.165058823529412,17
29.0,M,212.0,5.989916666666667,12
29.0,M,217.2609,5.650421052631579,19
29.0,M,220.0,5.593714285714285,14
29.0,M,221.0,6.229263157894737,19
29.0,M,230.0,7.055000000000001,35
29.0,M,237.0,6.355888888888889,36
29.0,M,243.0,6.414388888888889,18
29.0,M,244.0,6.269285714285714,14
29.0,M,245.0,5.510388888888889,18
29.0,M,245.3,5.847235294117647,17
29.0,M,245.7,5.860200000000001,15
29.0,M,249.0,6.308578947368421,19
29.0,M,250.0,6.102309941520467,171
29.0,M,250.7,6.064733333333334,30
29.0,M,257.0,5.298294117647059,17
29.0,M,293.0,7.397230769230769,13
29.0,M,330.0,2.818,25
30.0,F,45.0,6.988674180327869,488
30.0,F,45.06152,7.23628947368421,38
30.0,F,45.5,5.902,15
30.0,F,45.6,7.378454545454545,22
30.0,F,46.0,6.834834285714286,175
30.0,F,46.6,6.969,11
30.0,F,47.0,6.528465517241379,116
30.0,F,47.3,4.2865625,16
30.0,F,47.4,4.602,11
30.0,F,47.5,7.877230769230769,13
30.0,F,48.0,6.869534562211982,217
30.0,F,48.2802,7.2331458333333325,96
30.0,F,48.5,4.509291666666667,24
30.0,F,49.0,6.195829545454546,88
30.0,F,49.8,4.73459375,32
30.0,F,49.88954,7.97375,16
30.0,F,50.0,7.348937020741672,7955
30.0,F,50.3,3.551483870967742,31
30.0,F,50.69421,8.204571428571429,14
30.0,F,51.0,6.193309941520468,171
30.0,F,51.4,5.815933333333334,15
30.0,F,51.49888,7.512379999999999,50
30.0,F,51.7,4.008375,32
30.0,F,52.0,6.886064724919094,309
30.0,F,52.2,5.25395,20
30.0,F,52.5,8.155967741935484,31
30.0,F,52.6,6.614666666666667,12
30.0,F,53.0,6.629590243902439,205
30.0,F,53.10822,7.8494,55
30.0,F,54.0,6.842491803278688,183
30.0,F,54.71756,4.791865853658536,82
30.0,F,55.0,6.4752206119162645,621
30.0,F,55.6,5.62245,20
30.0,F,56.0,8.60204274611399,772
30.0,F,56.3269,7.145487804878048,41
30.0,F,57.0,6.0726377952755906,127
30.0,F,57.93624,7.0165,12
30.0,F,58.0,6.337850574712644,87
30.0,F,59.0,6.8342285714285715,35
30.0,F,60.0,6.686974774774775,555
30.0,F,61.0,5.909786885245902,61
30.0,F,61.15492,6.951117647058823,17
30.0,F,62.0,6.12035576923077,104
30.0,F,63.0,6.0213,120
30.0,F,63.6,6.37945,20
30.0,F,64.0,6.094114942528735,87
30.0,F,64.3736,7.1993,120
30.0,F,64.6,4.110380952380952,21
30.0,F,65.0,6.082830258302582,271
30.0,F,66.0,6.071315789473684,95
30.0,F,66.8,5.60175,12
30.0,F,67.0,6.162642857142857,56
30.0,F,68.0,6.335829268292683,82
30.0,F,69.0,6.344018867924528,53
30.0,F,70.0,5.877035294117647,255
30.0,F,71.0,6.7315000000000005,32
30.0,F,71.5,4.737558139534884,43
30.0,F,71.7,6.122916666666666,12
30.0,F,72.0,6.507362962962963,135
30.0,F,72.4203,7.669548387096774,31
30.0,F,72.7,8.462208333333333,24
30.0,F,73.0,5.874152777777778,72
30.0,F,73.9,7.836666666666666,12
30.0,F,74.0,5.501264705882353,34
30.0,F,75.0,6.5422,95
30.0,F,76.0,6.39284126984127,63
30.0,F,77.0,6.738,36
30.0,F,78.0,7.111283333333334,60
30.0,F,80.0,6.546212560386474,207
30.0,F,80.467,7.20998091382302,1729
30.0,F,81.0,6.730029411764706,34
30.0,F,82.0,5.886542857142857,35
30.0,F,83.0,5.508722222222222,36
30.0,F,83.68568,6.617,21
30.0,F,84.0,5.867333333333333,39
30.0,F,84.329416,6.101310344827586,29
30.0,F,85.0,6.3485393258426965,89
30.0,F,85.29502,7.227857142857142,14
30.0,F,86.0,5.593458333333333,24
30.0,F,87.0,8.087745803357315,417
30.0,F,88.0,6.157037037037037,27
30.0,F,88.5137,6.770666666666667,15
30.0,F,89.0,8.404484375,320
30.0,F,90.0,7.64149696969697,165
30.0,F,91.0,6.337272727272727,11
30.0,F,92.0,5.615363636363637,11
30.0,F,98.0,4.572090909090909,22
30.0,F,98.4,6.627833333333334,12
30.0,F,100.0,6.16114347826087,1840
30.0,F,101.0,5.355585858585858,99
30.0,F,102.0,6.086853658536586,41
30.0,F,103.0,5.721555555555556,36
30.0,F,104.0,4.932647058823529,17
30.0,F,105.0,5.180714285714286,56
30.0,F,106.0,4.5212391304347825,46
30.0,F,107.0,6.406555555555555,18
30.0,F,108.0,5.308379310344828,29
30.0,F,110.0,5.303640000000001,75
30.0,F,111.0,5.3321250000000004,48
30.0,F,112.0,5.062173913043479,23
30.0,F,115.0,5.561875000000001,24
30.0,F,119.0,4.765733333333333,30
30.0,F,120.0,5.79084375,32
30.0,F,125.0,5.586571428571429,49
30.0,F,130.0,5.262700000000001,20
30.0,F,140.0,5.724846153846154,13
30.0,F,150.0,5.602,12
30.0,F,160.0,3.5413181818181823,22
30.0,F,160.934,5.919386759581881,574
30.0,F,165.7,3.608916666666667,12
30.0,F,167.0,3.4313076923076924,13
30.0,F,168.0,4.185181818181818,11
30.0,F,170.0,4.25355,20
30.0,F,250.0,5.163636363636364,66
30.0,F,250.7,5.448727272727273,11
30.0,M,45.0,7.529040570175439,1824
30.0,M,45.06152,8.041144736842105,76
30.0,M,45.2,7.846299999999999,20
30.0,M,45.5,6.857482352941176,85
30.0,M,45.6,7.674470588235295,68
30.0,M,45.8,7.8913529411764705,17
30.0,M,46.0,7.382831381733022,854
30.0,M,46.2,6.906058823529412,17
30.0,M,46.4,8.251466666666666,15
30.0,M,46.5,7.097585365853658,41
30.0,M,46.6,7.050595238095238,42
30.0,M,46.7,7.771833333333333,12
30.0,M,46.8,7.757130434782608,23
30.0,M,47.0,7.158828767123288,584
30.0,M,47.3,4.412416666666667,36
30.0,M,47.4,5.2505625,16
30.0,M,47.5,8.10844,25
30.0,M,47.7,5.498090909090909,11
30.0,M,47.797398,7.78175,12
30.0,M,47.8,8.3495,12
30.0,M,47.9,5.711,18
30.0,M,48.0,7.526780432309443,879
30.0,M,48.1,6.4333846153846155,13
30.0,M,48.2,7.698846153846153,13
30.0,M,48.2802,8.020005319148936,188
30.0,M,48.3,6.102636363636364,22
30.0,M,48.4,8.498833333333334,18
30.0,M,48.5,6.251837209302326,43
30.0,M,48.7,7.8818125,16
30.0,M,49.0,6.873731182795698,372
30.0,M,49.2,11.979954545454547,22
30.0,M,49.3,8.931285714285714,14
30.0,M,49.6,7.3786000000000005,20
30.0,M,49.7,8.16609090909091,11
30.0,M,49.8,4.7440125,80
30.0,M,49.88954,7.777891304347826,46
30.0,M,50.0,7.990679098635652,17884
30.0,M,50.1,8.869388888888889,18
30.0,M,50.3,4.375785714285715,70
30.0,M,50.4,9.116548387096774,31
30.0,M,50.5,7.740344827586207,29
30.0,M,50.69421,9.093766666666665,30
30.0,M,50.7,6.61765,20
30.0,M,50.8,5.689272727272727,11
30.0,M,51.0,7.135554285714286,700
30.0,M,51.1,6.9085625,16
30.0,M,51.3,8.365333333333334,12
30.0,M,51.4,6.290692307692307,39
30.0,M,51.49888,8.078961165048543,103
30.0,M,51.5,6.006342857142857,35
30.0,M,51.6,6.35475,16
30.0,M,51.7,4.6908196721311475,61
30.0,M,51.8,7.682173913043478,23
30.0,M,51.9,5.8360666666666665,15
30.0,M,52.0,7.697277547638773,1207
30.0,M,52.1,6.493615384615385,13
30.0,M,52.2,5.031175438596491,57
30.0,M,52.3,7.142148148148148,27
30.0,M,52.4,7.680826086956522,23
30.0,M,52.5,8.441464285714286,56
30.0,M,52.6,7.30215,60
30.0,M,52.7,6.168285714285714,14
30.0,M,52.786351999999994,7.6812000000000005,15
30.0,M,52.8,6.288818181818181,11
30.0,M,52.9,9.497545454545454,11
30.0,M,53.0,7.104368362831859,904
30.0,M,53.1,6.751533333333333,15
30.0,M,53.10822,9.205633027522936,109
30.0,M,53.3,6.8285909090909085,22
30.0,M,53.5,8.104954545454545,22
30.0,M,53.7,7.470617647058823,34
30.0,M,53.8,8.024736842105263,19
30.0,M,54.0,7.183722070844686,734
30.0,M,54.073824,7.430214285714285,14
30.0,M,54.4,5.604774193548387,31
30.0,M,54.5,6.135416666666667,12
30.0,M,54.6,6.643083333333333,12
30.0,M,54.7,7.641461538461538,13
30.0,M,54.71756,5.296198675496688,151
30.0,M,54.878494,9.016571428571428,14
30.0,M,55.0,6.864512755102041,1960
30.0,M,55.4,7.510689655172414,29
30.0,M,55.5,7.7268333333333326,12
30.0,M,55.6,5.826875,64
30.0,M,55.7,8.68026923076923,26
30.0,M,55.8,6.77330612244898,49
30.0,M,56.0,9.284225126475548,2372
30.0,M,56.2,6.687709677419354,31
30.0,M,56.3269,8.00132608695652,92
30.0,M,56.5,5.898592592592593,27
30.0,M,56.7,7.862772727272727,22
30.0,M,57.0,7.018780141843972,564
30.0,M,57.7,7.647642857142857,28
30.0,M,57.93624,7.633666666666667,18
30.0,M,58.0,7.356723039215686,408
30.0,M,58.6,6.583083333333334,12
30.0,M,58.74091,10.302818181818182,11
30.0,M,59.0,7.061383177570093,214
30.0,M,59.2,8.1685,12
30.0,M,59.22371199999999,8.992,14
30.0,M,59.7,7.1905882352941175,17
30.0,M,60.0,7.015868137782562,1858
30.0,M,60.2,7.14825,12
30.0,M,60.6,6.1616875,16
30.0,M,60.7,7.516125,16
30.0,M,61.0,6.696095092024541,326
30.0,M,61.15492,7.018918918918919,37
30.0,M,61.8,7.433818181818182,11
30.0,M,62.0,6.882574181117533,519
30.0,M,62.8,6.024911111111111,45
30.0,M,62.9,6.380520000000001,25
30.0,M,63.0,6.5505193452380945,672
30.0,M,63.3,10.068,69
30.0,M,63.5,8.449173913043477,23
30.0,M,63.6,7.427285714285714,35
30.0,M,63.8,5.633923076923077,13
30.0,M,64.0,6.882413612565445,382
30.0,M,64.2,5.706545454545455,22
30.0,M,64.3,7.618733333333334,15
30.0,M,64.3736,8.167969135802469,324
30.0,M,64.5,6.719394736842105,38
30.0,M,64.6,4.50878431372549,51
30.0,M,65.0,6.625869801084991,1106
30.0,M,65.5,6.493926829268292,41
30.0,M,65.98294,8.302181818181818,11
30.0,M,66.0,6.4731826625387,323
30.0,M,66.5,9.862607142857144,28
30.0,M,66.6,7.3444375,16
30.0,M,66.8,6.047178571428572,56
30.0,M,67.0,6.850086111111111,360
30.0,M,67.5,7.0931428571428565,21
30.0,M,67.59228,8.448307692307692,13
30.0,M,68.0,7.158709677419355,434
30.0,M,68.8,6.618586206896551,29
30.0,M,69.0,7.47729810298103,369
30.0,M,69.20162,8.144428571428572,14
30.0,M,69.3,9.10575,12
30.0,M,69.6,5.1529444444444445,18
30.0,M,70.0,6.447364312267657,1076
30.0,M,70.3,8.556857142857144,14
30.0,M,70.7,9.099388888888889,18
30.0,M,70.8,6.992615384615385,26
30.0,M,70.81096,6.954815789473685,38
30.0,M,71.0,7.079317073170732,164
30.0,M,71.4,7.801961538461539,26
30.0,M,71.5,4.829850622406639,241
30.0,M,71.61563,6.850055555555556,18
30.0,M,71.7,6.560030303030302,33
30.0,M,71.8,6.345071428571429,28
30.0,M,72.0,7.074046614872365,901
30.0,M,72.4203,8.518866071428572,112
30.0,M,72.5,7.31257894736842,19
30.0,M,72.7,8.572223076923077,130
30.0,M,73.0,6.444455719557196,542
30.0,M,73.9,9.11028,25
30.0,M,74.0,6.072626373626374,182
30.0,M,74.02964,7.352882352941176,17
30.0,M,74.5,9.04432,25
30.0,M,74.7,5.523125,16
30.0,M,75.0,7.216317919075144,692
30.0,M,75.5,6.826722222222222,18
30.0,M,75.63898,8.083153846153847,13
30.0,M,76.0,6.837294416243655,394
30.0,M,76.1,5.974862068965518,29
30.0,M,76.7,6.378238095238096,21
30.0,M,76.8,8.4175,12
30.0,M,77.0,6.981985714285715,210
30.0,M,77.24832,9.068000000000001,15
30.0,M,78.0,7.3930612745098045,408
30.0,M,79.0,6.980375,32
30.0,M,79.1,7.710400000000001,15
30.0,M,79.9,5.3031538461538466,13
30.0,M,80.0,6.923513958482462,1397
30.0,M,80.3,4.4682272727272725,22
30.0,M,80.467,7.748758620689655,4147
30.0,M,80.6,6.5464375,48
30.0,M,80.8,7.013111111111112,18
30.0,M,81.0,7.001226765799256,269
30.0,M,81.4,6.6705000000000005,18
30.0,M,82.0,5.832272727272728,231
30.0,M,82.6,5.173148148148148,27
30.0,M,83.0,6.100120967741935,248
30.0,M,83.3,6.197363636363637,33
30.0,M,83.5,5.635771428571429,35
30.0,M,83.68568,7.408431372549019,51
30.0,M,84.0,5.9701379310344835,232
30.0,M,84.329416,6.992040816326531,49
30.0,M,84.5,6.149708333333333,24
30.0,M,84.7,4.006692307692308,13
30.0,M,85.0,6.184026004728132,423
30.0,M,85.29502,7.252612244897959,49
30.0,M,85.3,6.722636363636363,11
30.0,M,86.0,5.974550295857988,169
30.0,M,86.5,5.060931034482758,29
30.0,M,86.90436,6.506857142857143,21
30.0,M,87.0,8.836772506738544,1855
30.0,M,88.0,6.262125,152
30.0,M,88.5137,7.5021886792452825,53
30.0,M,89.0,9.200476664116296,1307
30.0,M,90.0,7.547646942800789,507
30.0,M,90.12304,7.2191875,16
30.0,M,91.0,5.9472539682539685,63
30.0,M,92.0,5.6538,70
30.0,M,92.6,3.7827647058823533,17
30.0,M,92.8,4.1998,15
30.0,M,93.0,5.846967741935484,62
30.0,M,94.0,6.070352941176471,51
30.0,M,95.0,5.211037037037038,54
30.0,M,96.0,4.769193548387097,62
30.0,M,96.5604,6.9352,25
30.0,M,97.0,5.079105263157895,38
30.0,M,97.7,4.205307692307692,13
30.0,M,98.0,5.23941935483871,93
30.0,M,98.4,6.867844444444445,45
30.0,M,99.0,6.0637058823529415,17
30.0,M,100.0,6.797741140440426,6857
30.0,M,100.5,5.330636363636364,11
30.0,M,101.0,5.564326754385965,456
30.0,M,101.6,6.177695652173912,23
30.0,M,102.0,6.385657276995305,213
30.0,M,103.0,6.011642512077295,207
30.0,M,103.2,5.541636363636363,11
30.0,M,103.4,5.95357894736842,19
30.0,M,103.5,5.439515151515152,33
30.0,M,104.0,6.008188118811881,101
